X0	X1	Y_true	Y_pred	
1.52513	3.51013	5.3534	5.22877
1.01428	2.54118	2.57746	4.63595
4.46946	2.36196	10.5567	10.6103
4.84537	4.62387	22.4043	21.0829
4.80194	3.35143	16.0934	18.0546
2.1847	3.82622	8.35914	6.64768
2.79543	2.54578	7.11655	5.63386
2.59279	3.90531	10.1257	8.21707
2.62519	1.08532	2.84917	4.69801
4.59049	1.67888	7.70689	8.07991
4.18072	2.86982	11.9979	11.7004
1.81172	4.33056	7.84577	6.87446
2.97188	4.70772	13.9908	14.7956
3.63376	2.2363	8.12618	6.64408
1.48441	3.24724	4.82022	5.0305
4.34731	4.15013	18.0419	19.1117
1.54796	3.57512	5.53414	5.2996
1.91551	2.2286	4.26889	4.79804
3.26665	2.4667	8.05784	6.28967
3.00781	2.85633	8.59131	6.50023
1.94481	3.87806	7.5421	6.22062
4.71165	4.63992	21.8617	20.928
3.59161	1.80519	6.48353	5.80066
4.2817	2.014	8.62333	8.06761
3.38627	3.81089	12.9047	12.1185
2.31166	3.6647	8.47154	6.59779
4.58183	4.48741	20.5606	20.4935
3.17577	4.16768	13.2356	12.8823
1.81794	4.38522	7.97205	7.03277
4.86785	1.18954	5.79052	7.45502
1.49165	3.3182	4.94959	5.07564
3.61109	2.04412	7.38148	6.2071
2.75543	4.65458	12.8254	13.0421
2.0417	2.51957	5.14422	4.96986
2.43376	2.7879	6.78506	5.46647
4.25652	2.68728	11.4384	11.1236
1.81505	2.16486	3.92935	4.74619
4.44519	1.68933	7.50939	7.56953
1.14386	2.01808	2.30841	4.57993
4.76943	4.11302	19.6168	20.1802
2.23097	4.06346	9.06546	7.40494
3.00646	2.68199	8.06328	6.16319
4.18387	1.1115	4.65036	5.74182
3.45542	3.76673	13.0156	12.3088
1.31776	3.86749	5.09641	5.3333
4.73178	1.35222	6.39839	7.49696
2.2163	3.21646	7.12862	5.67687
2.59784	1.05826	2.74919	4.68523
4.21154	4.86351	20.4829	20.442
2.37047	1.88187	4.46091	4.85091
2.75691	4.7394	13.0661	13.5701
4.35406	3.46117	15.0701	16.2926
3.91593	3.95172	15.4747	16.3464
4.49085	2.96515	13.316	14.3349
3.68423	2.52469	9.30152	7.57356
4.26146	3.55935	15.168	16.2753
2.7057	3.6834	9.96618	7.86064
1.22425	4.31089	5.27762	5.68551
1.16339	4.36659	5.08004	5.67204
4.71817	4.77756	22.5414	21.0986
3.99171	4.73612	18.9052	19.6597
4.10858	1.96306	8.06539	7.27923
4.31077	1.70034	7.32978	7.1622
4.20157	3.71882	15.6249	16.7533
1.45798	4.59453	6.69876	6.58486
1.92051	4.42491	8.49808	7.46974
4.51034	1.49234	6.73095	7.19234
3.05717	4.84942	14.8255	16.1171
3.21252	1.24397	3.99628	4.97366
1.28067	4.27095	5.46967	5.71278
1.59092	1.26896	2.01882	4.55128
1.29144	3.90158	5.03866	5.33782
2.1267	3.14375	6.68581	5.48593
1.80392	1.6335	2.94671	4.62878
2.72341	3.79127	10.3252	8.32906
2.78594	3.0059	8.37428	6.31293
3.01291	4.39782	13.2502	13.1976
1.89923	2.26654	4.30468	4.8046
1.12308	2.07593	2.33143	4.58433
2.86662	4.38787	12.5784	12.1628
4.62826	4.43022	20.5042	20.4828
1.07718	3.15138	3.39461	4.7993
3.66481	4.85714	17.8005	18.9834
4.69079	4.77626	22.4044	21.0638
4.40022	1.17171	5.15577	6.19384
1.68912	3.34649	5.65262	5.24097
2.5877	2.77588	7.18317	5.6367
1.68867	4.9804	8.41028	8.54817
3.18694	2.52569	8.04921	6.23718
2.35195	1.40492	3.30431	4.70268
4.75811	4.33348	20.6192	20.5592
3.85296	3.83072	14.7596	15.3093
2.64741	4.67247	12.3699	12.4301
1.32468	4.89538	6.48483	6.95298
3.4455	2.22835	7.67779	6.21201
4.73747	2.39093	11.327	12.487
1.25414	3.0892	3.8743	4.84487
2.53727	4.32017	10.9614	9.77406
4.72419	4.45453	21.0441	20.6908
2.61939	3.52862	9.24283	7.09156
1.94317	1.97193	3.83178	4.73212
3.08565	2.31501	7.1433	5.74148
4.0033	4.91595	19.68	20.1044
1.31406	2.76663	3.63553	4.76101
1.87516	4.69389	8.80179	8.2246
3.23792	1.1717	3.79387	4.95221
3.27233	1.34676	4.40703	5.06408
4.54802	2.68521	12.2124	13.0145
2.16152	4.28634	9.265	7.88311
3.04525	2.32501	7.08023	5.69804
3.24335	1.70508	5.53016	5.29
4.91419	2.87819	14.144	16.4531
3.73576	3.00161	11.2133	9.74966
2.67878	1.84857	4.95189	4.9834
1.84714	1.09698	2.02628	4.56253
2.91435	4.34825	12.6723	12.2391
4.53126	3.75838	17.0302	18.4755
2.88096	2.13316	6.14553	5.31554
3.0147	1.80638	5.44568	5.17732
1.52762	4.52405	6.91105	6.59772
2.33059	4.61529	10.7563	10.1238
3.34816	2.86926	9.60676	7.49839
1.99144	2.86837	5.71219	5.13695
3.41265	3.94806	13.4734	13.1268
2.1682	3.71324	8.05103	6.37136
3.69737	2.84282	10.5109	8.81704
4.79212	4.1341	19.8111	20.2708
1.55914	2.26507	3.53156	4.70061
2.75989	1.29507	3.57424	4.79547
2.37792	2.87195	6.82926	5.48957
2.50527	1.65166	4.13784	4.82127
3.92847	2.1754	8.54599	7.32291
1.72743	1.6492	2.84887	4.61774
3.41866	2.99925	10.2534	8.21397
1.95881	4.92561	9.64832	9.63251
1.62083	2.85941	4.63462	4.91378
3.10447	4.42178	13.7273	13.9553
3.2429	2.62365	8.50824	6.55348
2.46531	1.54248	3.80268	4.77208
3.03936	4.89838	14.8879	16.2725
4.56459	3.57364	16.3122	17.9006
3.80614	3.92241	14.9292	15.5374
2.08519	4.68774	9.77482	9.16211
4.52682	4.75159	21.5096	20.8075
4.4399	3.03707	13.4843	14.4311
2.68677	2.70753	7.27451	5.68516
1.98287	1.50124	2.97677	4.63976
3.37411	1.9928	6.72393	5.73374
3.14288	1.97613	6.21075	5.43265
3.4529	3.78692	13.0759	12.4141
2.4523	3.96314	9.71883	7.86756
2.94795	1.36766	4.0318	4.89795
2.64156	2.38905	6.31083	5.31009
1.19217	1.99961	2.38387	4.58425
2.91659	3.45331	10.0719	7.86434
4.57663	4.05793	18.5717	19.564
3.34917	4.14532	13.8834	13.9053
3.49736	4.07063	14.2365	14.4337
3.56226	3.99187	14.2201	14.3882
3.80233	2.5729	9.78302	8.192
1.20522	2.91369	3.51164	4.76912
4.65568	3.41689	15.9079	17.6606
4.71119	3.58129	16.8721	18.5482
2.44477	4.94961	12.1007	12.7645
4.08602	1.24811	5.09982	5.78032
3.96475	2.15064	8.52674	7.36753
4.7077	1.96912	9.27002	9.91495
1.83382	2.61432	4.7942	4.90876
3.37199	3.57343	12.0496	10.657
4.02449	2.38615	9.60303	8.41158
4.90677	1.82061	8.93334	10.2766
2.31784	1.2064	2.79624	4.65298
1.46017	3.4969	5.10607	5.16803
2.1983	2.41904	5.31779	5.00594
2.91543	2.69801	7.86586	6.02361
3.23619	2.59404	8.39478	6.47522
3.19161	1.6067	5.12795	5.17331
2.56623	1.55345	3.98652	4.81059
2.54002	2.97998	7.56922	5.831
4.90637	4.33874	21.2875	20.8119
1.37142	2.14708	2.94455	4.6355
2.56362	3.33552	8.55101	6.48413
4.66367	2.34023	10.9141	11.6991
1.11376	4.5679	5.08756	5.86554
1.94639	3.6077	7.022	5.79956
1.42944	1.51797	2.16985	4.5586
3.45802	3.99661	13.8204	13.7267
4.39494	2.96842	13.046	13.7193
1.04266	3.66471	3.82105	4.995
3.35139	2.89524	9.70308	7.59192
4.18015	1.08842	4.54976	5.70726
3.21908	3.53695	11.3857	9.597
4.37776	1.02978	4.50811	5.92305
2.69465	1.46456	3.94648	4.82842
2.16444	4.90128	10.6085	10.6803
2.26075	4.20004	9.49525	7.96238
4.91446	4.95657	24.3588	21.4564
1.83577	1.60143	2.93986	4.62925
2.28571	4.58781	10.4864	9.73371
1.99449	2.28937	4.56613	4.84919
4.14225	2.01879	8.36232	7.56125
1.69033	1.08332	1.83117	4.54398
4.17894	1.67039	6.98044	6.71662
3.73962	4.71324	17.6257	18.7807
1.01508	2.86541	2.90862	4.70154
3.35815	4.56929	15.3443	16.3784
2.95493	4.70907	13.915	14.6942
4.9493	2.35294	11.6454	13.6715
1.87271	4.23126	7.92394	6.79488
4.72617	3.29916	15.5924	17.4835
4.09904	1.90034	7.78956	7.07415
2.28849	4.37518	10.0126	8.76605
1.89489	3.19535	6.05484	5.30002
4.26555	3.06067	13.0555	13.4169
4.94096	1.03443	5.11107	7.23235
3.69086	4.20729	15.5285	16.3923
4.40397	3.56397	15.6956	17.0778
2.80201	1.08604	3.0431	4.74701
1.1394	4.47075	5.09398	5.77081
1.6876	4.44441	7.50038	6.81972
2.57116	4.1617	10.7004	9.19253
3.71702	4.8317	17.9595	19.0831
4.0443	3.94074	15.9375	16.9946
1.01913	4.47883	4.56449	5.61755
2.2385	4.61826	10.338	9.62873
4.18735	4.38538	18.3631	19.2901
4.97334	2.85787	14.2131	16.6786
2.8801	4.79133	13.7995	14.6956
4.08722	2.68216	10.9626	10.084
4.30901	1.79955	7.75427	7.44718
2.11641	4.65756	9.85729	9.18059
1.34247	1.52635	2.04907	4.54982
2.74003	2.90046	7.94734	6.03993
3.81354	3.27931	12.5058	11.7418
1.01623	2.16748	2.20264	4.5811
1.23997	4.12511	5.11501	5.49557
2.82881	4.76178	13.4702	14.184
3.29156	4.36718	14.3749	14.8535
1.92386	1.66026	3.19411	4.65718
4.46708	2.21557	9.89712	9.82754
2.04485	3.03075	6.19742	5.29983
4.14519	4.99673	20.7124	20.5451
4.62097	1.94875	9.0051	9.34984
2.15554	1.38941	2.99492	4.65395
1.82309	1.35515	2.47057	4.59038
1.78484	1.53444	2.73874	4.60978
1.95018	4.25862	8.30508	7.08201
2.41434	3.46325	8.36146	6.4107
2.49597	3.97293	9.91632	8.07344
3.68129	2.83447	10.4345	8.70652
