X0	X1	Y_true	Y_pred	
2.04994	4.74746	23.1012	15.2723
4.36359	2.69995	15.9047	15.272
1.77987	3.91019	13.6068	15.2722
3.42295	4.66504	37.2461	15.272
3.25255	4.82057	37.7911	15.272
3.1825	4.29461	29.3485	15.272
4.05354	4.41036	39.4234	15.272
4.14843	4.23161	37.142	15.272
3.93574	2.13472	8.96765	15.272
1.66125	2.41787	4.85592	15.272
1.8387	3.24007	9.65143	15.272
4.25157	1.11765	2.65539	15.272
4.72526	1.28536	3.90342	15.272
3.17089	2.59827	10.7034	15.272
2.27462	2.54225	7.35049	15.272
3.58067	4.94265	43.7375	15.272
2.05807	3.22649	10.7125	15.272
1.9579	2.79476	7.64628	15.272
4.68051	1.98565	9.22713	15.272
1.41049	3.25582	7.47587	15.2723
3.64147	1.6685	5.06875	15.272
4.28422	1.27694	3.4929	15.272
4.02217	3.43498	23.729	15.272
2.33437	3.38125	13.3443	15.272
2.77338	3.62735	18.2456	15.272
1.63748	3.12608	8.00103	15.272
2.51746	3.1583	12.5556	15.272
4.48299	4.36258	42.6604	15.272
1.8257	4.17178	15.887	15.2723
4.77152	2.35857	13.2716	15.272
1.79957	4.61326	19.1493	15.2726
2.35346	4.41169	22.9027	15.272
2.63596	1.32343	2.30839	15.272
2.90982	2.33385	7.92469	15.272
4.15826	2.32636	11.2521	15.272
1.6692	1.02562	0.877916	15.272
2.43486	3.0652	11.4383	15.272
1.59933	2.58394	5.33916	15.272
2.53313	1.53577	2.9873	15.272
3.45434	2.6097	11.763	15.272
3.22674	3.39921	18.642	15.272
1.17198	3.82705	8.5826	15.2728
2.31153	3.84629	17.0983	15.272
2.55271	4.44028	25.1648	15.272
3.54902	4.30936	32.9538	15.272
4.49233	4.42711	44.0232	15.272
1.11544	3.14172	5.50492	15.2726
4.66643	2.62386	16.0634	15.272
4.938	4.75256	55.7669	15.272
3.59911	4.92347	43.6222	15.272
4.71803	3.5515	29.7545	15.272
1.74824	1.54471	2.08577	15.272
3.61338	1.7655	5.63141	15.272
3.45062	3.01645	15.6986	15.272
3.56639	1.13937	2.31488	15.272
3.17968	3.20264	16.3068	15.272
1.00907	2.15323	2.33922	15.2722
3.58463	1.34145	3.22525	15.272
1.95509	3.46752	11.7537	15.272
1.13769	1.84419	1.93467	15.272
3.06381	1.49497	3.42371	15.272
3.615	3.48452	21.9464	15.272
2.01336	4.50183	20.4018	15.2722
3.32027	2.50782	10.4408	15.272
2.91814	4.48264	29.3187	15.272
4.06231	1.36969	3.81055	15.272
3.10599	4.2109	27.5373	15.272
2.58424	3.02344	11.8115	15.272
