X0	X1	X2	Y_true	Y_pred	
4.77258	1.08837	7.61114	5.24828	5.85708
3.69848	1.85067	6.43747	7.14633	7.12797
4.48148	1.74662	3.00259	9.62315	8.81492
3.79293	1.49166	4.76179	5.95762	6.21232
1.51842	1.62488	7.46038	2.52794	2.55871
1.87487	1.96044	5.79926	3.9055	4.41119
4.04679	1.0598	3.17053	4.55055	5.58372
2.08777	1.92846	6.43224	4.22031	4.55225
2.91245	1.57347	8.1045	4.67154	4.00042
4.46966	1.74597	7.16201	8.04665	8.21939
3.60821	1.87121	5.45361	7.18807	7.38629
1.36512	1.25882	7.60289	1.7425	2.41883
2.58655	1.02138	8.94427	2.65923	2.45403
4.5241	1.67055	3.40144	8.67622	8.70948
3.08554	1.6295	3.98285	5.51014	5.90996
1.84775	1.88024	6.05996	3.65458	3.79481
1.7446	1.41229	6.78595	2.51905	2.51229
1.97303	1.66829	6.20191	3.41756	3.10662
4.56156	1.89263	9.83876	8.79764	8.31598
4.35387	1.6004	5.18133	7.32617	7.84193
2.34801	1.39625	7.35068	3.3392	2.71456
1.22593	1.96263	8.04041	2.48109	2.76187
2.83542	1.58903	5.2252	4.72959	4.93158
1.01039	1.9259	8.51132	1.99772	2.56904
2.39457	1.92974	7.5617	4.77914	4.95556
1.79322	1.78922	3.75197	3.65023	3.93114
3.34806	1.15445	3.45554	4.1008	4.32673
1.10147	1.17532	3.03902	1.40381	2.42738
1.93674	1.28119	3.84974	2.63132	2.61206
4.26105	1.53523	3.05818	7.56388	7.96877
3.18642	1.15891	5.1597	3.78959	3.43227
1.82615	1.87885	4.32636	3.809	4.33068
4.41912	1.17472	4.07062	5.42193	6.21503
1.84619	1.40314	5.80373	2.66966	2.57772
1.84829	1.04941	7.72041	1.95778	2.41851
1.39699	1.0367	7.94	1.46076	2.4065
3.72319	1.66019	3.06211	7.3562	7.29202
1.12534	1.36657	8.11001	1.56018	2.41642
2.6231	1.55921	4.1738	4.40918	4.57765
4.58156	1.35862	3.28112	6.8384	7.6911
4.88592	1.24706	8.8538	6.15437	6.18354
3.64905	1.40514	4.10941	5.45629	5.95328
3.04144	1.96712	7.96258	6.17424	6.09543
2.92185	1.23971	4.88384	3.7449	3.35406
1.88336	1.73597	6.07509	3.41172	3.2261
3.50043	1.93857	3.49164	8.15886	8.17143
3.65817	1.97206	5.56471	7.71481	8.06282
3.55423	1.92147	7.02667	7.09994	6.95422
1.50785	1.5785	4.86953	2.51598	2.66419
2.88684	1.49597	5.02645	4.52361	4.58415
1.33385	1.73007	7.27442	2.37583	2.58787
1.59286	1.43032	6.30015	2.33939	2.50232
4.00934	1.3159	9.68743	5.32526	4.76982
2.6414	1.87602	3.62602	5.79057	6.08784
3.0114	1.40344	9.43565	4.27387	3.09386
4.50056	1.06593	9.83051	4.82573	4.51519
4.95061	1.86469	5.05607	9.93145	8.93766
2.42523	1.96886	3.76695	5.60087	6.06271
4.56152	1.65002	3.26741	8.72017	8.71606
3.15718	1.18684	4.38658	3.89225	3.72084
2.40626	1.50247	8.67372	3.67083	2.79994
1.56456	1.20834	4.66298	1.95739	2.45332
4.1643	1.22772	8.00893	5.17375	5.23442
4.13108	1.91418	8.03622	8.14198	8.06307
2.34293	1.98731	5.73929	4.96318	5.66315
4.54565	1.1358	7.39198	5.225	5.73078
2.55628	1.12282	8.5304	2.89543	2.49347
1.57448	1.3031	8.07986	2.07892	2.43152
3.34011	1.49772	8.40089	5.08399	4.56017
4.34808	1.13688	3.70735	5.19346	6.10609
3.65683	1.22357	4.15202	4.68233	5.27078
2.79758	1.46417	7.12226	4.18554	3.49471
4.45535	1.70211	4.26316	8.27138	8.61327
4.70684	1.31934	7.33752	6.31282	6.42328
1.02888	1.03842	5.75911	1.08622	2.40574
4.44964	1.35001	3.72236	6.44593	7.10129
3.07326	1.87177	5.39515	6.13338	6.27413
4.72479	1.06538	7.3102	5.08802	5.77666
3.90837	1.16528	4.4413	4.71971	5.44074
2.47388	1.22975	5.63881	3.11729	2.70466
2.99883	1.01863	4.03971	3.1567	2.92582
3.09791	1.39212	5.13601	4.48038	4.47809
2.36255	1.55345	3.0841	4.24842	4.25101
3.42783	1.80679	6.88978	6.41799	6.27487
1.61797	1.2573	8.14055	2.05898	2.42724
2.51559	1.62504	7.71437	4.18177	3.49711
4.57855	1.7827	9.8704	8.29864	7.818
2.45279	1.5172	3.50798	4.12738	4.12033
3.91912	1.52934	4.12688	6.45313	6.66191
2.49525	1.48482	7.81913	3.77365	2.96064
1.46991	1.03694	6.39138	1.54467	2.41163
1.61931	1.20482	6.63471	1.98396	2.43299
3.97554	1.71399	5.13567	7.22849	7.53899
3.29164	1.04922	7.11538	3.49182	2.86334
4.1962	1.94149	6.64827	8.51818	8.56724
4.79355	1.10691	4.80092	5.45296	6.35861
2.45836	1.2316	9.9277	3.05129	2.48508
2.32445	1.09896	6.69066	2.58964	2.48735
3.18286	1.61396	8.20212	5.23943	4.91289
4.69252	1.03558	5.95468	4.93466	5.89392
3.63594	1.83921	3.80347	7.63988	7.87736
4.87552	1.91778	8.65041	9.58876	8.81585
3.32123	1.05131	7.08163	3.53076	2.90132
3.73156	1.75956	8.62252	6.70705	6.22647
1.51003	1.45965	3.32774	2.45264	2.63572
2.2341	1.13425	8.93011	2.55473	2.44419
4.64255	1.18823	8.11028	5.57659	5.89217
4.16671	1.90835	8.34641	8.16792	8.0181
3.68002	1.18655	7.00296	4.43059	4.10524
4.66512	1.05927	7.2431	4.99535	5.67739
4.65442	1.263	7.49558	5.9638	6.17564
4.03902	1.88516	5.53569	8.09823	8.4019
3.26545	1.94783	7.55539	6.58308	6.35786
2.95956	1.36496	4.80137	4.21354	4.07624
