X0	X1	Y_true	Y_pred	
1.52513	3.51013	5.3534	9.35539
1.01428	2.54118	2.57746	9.35519
4.46946	2.36196	10.5567	9.35813
4.84537	4.62387	22.4043	9.35813
4.80194	3.35143	16.0934	9.35813
2.1847	3.82622	8.35914	9.35883
2.79543	2.54578	7.11655	9.35813
2.59279	3.90531	10.1257	9.35815
2.62519	1.08532	2.84917	9.35813
4.59049	1.67888	7.70689	9.35813
4.18072	2.86982	11.9979	9.35813
1.81172	4.33056	7.84577	9.35541
2.97188	4.70772	13.9908	9.35814
3.63376	2.2363	8.12618	9.35813
1.48441	3.24724	4.82022	9.3555
4.34731	4.15013	18.0419	9.35813
1.54796	3.57512	5.53414	9.35539
1.91551	2.2286	4.26889	9.35818
3.26665	2.4667	8.05784	9.35813
3.00781	2.85633	8.59131	9.35813
1.94481	3.87806	7.5421	9.3571
4.71165	4.63992	21.8617	9.35813
3.59161	1.80519	6.48353	9.35813
4.2817	2.014	8.62333	9.35813
3.38627	3.81089	12.9047	9.35813
2.31166	3.6647	8.47154	9.35827
4.58183	4.48741	20.5606	9.35813
3.17577	4.16768	13.2356	9.35813
1.81794	4.38522	7.97205	9.35539
4.86785	1.18954	5.79052	9.35813
1.49165	3.3182	4.94959	9.35546
3.61109	2.04412	7.38148	9.35813
2.75543	4.65458	12.8254	9.35817
2.0417	2.51957	5.14422	9.35817
2.43376	2.7879	6.78506	9.35813
4.25652	2.68728	11.4384	9.35813
1.81505	2.16486	3.92935	9.35826
4.44519	1.68933	7.50939	9.35813
1.14386	2.01808	2.30841	9.35575
4.76943	4.11302	19.6168	9.35813
2.23097	4.06346	9.06546	9.35885
3.00646	2.68199	8.06328	9.35813
4.18387	1.1115	4.65036	9.35813
3.45542	3.76673	13.0156	9.35813
1.31776	3.86749	5.09641	9.35515
4.73178	1.35222	6.39839	9.35813
2.2163	3.21646	7.12862	9.3582
2.59784	1.05826	2.74919	9.35813
4.21154	4.86351	20.4829	9.35813
2.37047	1.88187	4.46091	9.35813
2.75691	4.7394	13.0661	9.35818
4.35406	3.46117	15.0701	9.35813
3.91593	3.95172	15.4747	9.35813
4.49085	2.96515	13.316	9.35813
3.68423	2.52469	9.30152	9.35813
4.26146	3.55935	15.168	9.35813
2.7057	3.6834	9.96618	9.35813
1.22425	4.31089	5.27762	9.35514
1.16339	4.36659	5.08004	9.35514
4.71817	4.77756	22.5414	9.35813
3.99171	4.73612	18.9052	9.35813
4.10858	1.96306	8.06539	9.35813
4.31077	1.70034	7.32978	9.35813
4.20157	3.71882	15.6249	9.35813
1.45798	4.59453	6.69876	9.35514
1.92051	4.42491	8.49808	9.35563
