X0	X1	X2	Y_true	Y_pred	
4.77258	1.08837	7.61114	5.24828	6.68672
3.69848	1.85067	6.43747	7.14633	7.64785
4.48148	1.74662	3.00259	9.62315	8.28001
3.79293	1.49166	4.76179	5.95762	7.46027
1.51842	1.62488	7.46038	2.52794	2.60965
1.87487	1.96044	5.79926	3.9055	3.28977
4.04679	1.0598	3.17053	4.55055	7.2517
2.08777	1.92846	6.43224	4.22031	3.31865
2.91245	1.57347	8.1045	4.67154	2.9984
4.46966	1.74597	7.16201	8.04665	8.01037
3.60821	1.87121	5.45361	7.18807	7.8268
1.36512	1.25882	7.60289	1.7425	2.61014
2.58655	1.02138	8.94427	2.65923	2.60959
4.5241	1.67055	3.40144	8.67622	8.257
3.08554	1.6295	3.98285	5.51014	6.8833
1.84775	1.88024	6.05996	3.65458	2.90675
1.7446	1.41229	6.78595	2.51905	2.60978
1.97303	1.66829	6.20191	3.41756	2.69987
4.56156	1.89263	9.83876	8.79764	7.81122
4.35387	1.6004	5.18133	7.32617	8.05771
2.34801	1.39625	7.35068	3.3392	2.62431
1.22593	1.96263	8.04041	2.48109	2.6115
2.83542	1.58903	5.2252	4.72959	4.79191
1.01039	1.9259	8.51132	1.99772	2.60948
2.39457	1.92974	7.5617	4.77914	3.4405
1.79322	1.78922	3.75197	3.65023	3.52725
3.34806	1.15445	3.45554	4.1008	5.48136
1.10147	1.17532	3.03902	1.40381	2.6094
1.93674	1.28119	3.84974	2.63132	2.65078
4.26105	1.53523	3.05818	7.56388	8.16733
3.18642	1.15891	5.1597	3.78959	3.49372
1.82615	1.87885	4.32636	3.809	3.68634
4.41912	1.17472	4.07062	5.42193	7.76281
1.84619	1.40314	5.80373	2.66966	2.61632
1.84829	1.04941	7.72041	1.95778	2.61006
1.39699	1.0367	7.94	1.46076	2.61038
3.72319	1.66019	3.06211	7.3562	8.03673
1.12534	1.36657	8.11001	1.56018	2.61026
2.6231	1.55921	4.1738	4.40918	4.70414
4.58156	1.35862	3.28112	6.8384	8.15684
4.88592	1.24706	8.8538	6.15437	6.94377
3.64905	1.40514	4.10941	5.45629	7.21233
3.04144	1.96712	7.96258	6.17424	5.68659
2.92185	1.23971	4.88384	3.7449	3.33564
1.88336	1.73597	6.07509	3.41172	2.72659
3.50043	1.93857	3.49164	8.15886	8.10891
3.65817	1.97206	5.56471	7.71481	7.97636
3.55423	1.92147	7.02667	7.09994	7.42738
1.50785	1.5785	4.86953	2.51598	2.62817
2.88684	1.49597	5.02645	4.52361	4.54368
1.33385	1.73007	7.27442	2.37583	2.60999
1.59286	1.43032	6.30015	2.33939	2.6097
4.00934	1.3159	9.68743	5.32526	3.64221
2.6414	1.87602	3.62602	5.79057	7.02727
3.0114	1.40344	9.43565	4.27387	2.6511
4.50056	1.06593	9.83051	4.82573	3.73077
4.95061	1.86469	5.05607	9.93145	8.29871
2.42523	1.96886	3.76695	5.60087	6.81257
4.56152	1.65002	3.26741	8.72017	8.26176
3.15718	1.18684	4.38658	3.89225	4.1162
2.40626	1.50247	8.67372	3.67083	2.61989
1.56456	1.20834	4.66298	1.95739	2.60945
4.1643	1.22772	8.00893	5.17375	5.06927
4.13108	1.91418	8.03622	8.14198	7.82988
2.34293	1.98731	5.73929	4.96318	5.08559
4.54565	1.1358	7.39198	5.225	6.40796
2.55628	1.12282	8.5304	2.89543	2.6093
1.57448	1.3031	8.07986	2.07892	2.60999
3.34011	1.49772	8.40089	5.08399	3.46945
4.34808	1.13688	3.70735	5.19346	7.70719
3.65683	1.22357	4.15202	4.68233	6.42673
2.79758	1.46417	7.12226	4.18554	2.89671
4.45535	1.70211	4.26316	8.27138	8.21911
4.70684	1.31934	7.33752	6.31282	7.50001
1.02888	1.03842	5.75911	1.08622	2.61032
4.44964	1.35001	3.72236	6.44593	8.0582
3.07326	1.87177	5.39515	6.13338	7.06763
4.72479	1.06538	7.3102	5.08802	6.63622
3.90837	1.16528	4.4413	4.71971	6.67548
2.47388	1.22975	5.63881	3.11729	2.65939
2.99883	1.01863	4.03971	3.1567	3.10929
3.09791	1.39212	5.13601	4.48038	4.57348
2.36255	1.55345	3.0841	4.24842	4.62441
3.42783	1.80679	6.88978	6.41799	6.83063
1.61797	1.2573	8.14055	2.05898	2.61003
2.51559	1.62504	7.71437	4.18177	2.7667
4.57855	1.7827	9.8704	8.29864	7.6167
2.45279	1.5172	3.50798	4.12738	4.35538
3.91912	1.52934	4.12688	6.45313	7.85189
2.49525	1.48482	7.81913	3.77365	2.65003
1.46991	1.03694	6.39138	1.54467	2.61014
1.61931	1.20482	6.63471	1.98396	2.60976
3.97554	1.71399	5.13567	7.22849	7.95877
3.29164	1.04922	7.11538	3.49182	2.72146
4.1962	1.94149	6.64827	8.51818	8.09896
4.79355	1.10691	4.80092	5.45296	7.84706
2.45836	1.2316	9.9277	3.05129	2.60958
2.32445	1.09896	6.69066	2.58964	2.61043
3.18286	1.61396	8.20212	5.23943	3.72216
4.69252	1.03558	5.95468	4.93466	7.18295
3.63594	1.83921	3.80347	7.63988	8.06187
4.87552	1.91778	8.65041	9.58876	8.16331
3.32123	1.05131	7.08163	3.53076	2.74447
3.73156	1.75956	8.62252	6.70705	6.32647
1.51003	1.45965	3.32774	2.45264	2.65069
2.2341	1.13425	8.93011	2.55473	2.6098
4.64255	1.18823	8.11028	5.57659	6.47523
4.16671	1.90835	8.34641	8.16792	7.78753
3.68002	1.18655	7.00296	4.43059	3.8457
4.66512	1.05927	7.2431	4.99535	6.4763
4.65442	1.263	7.49558	5.9638	7.1798
4.03902	1.88516	5.53569	8.09823	8.09965
3.26545	1.94783	7.55539	6.58308	6.63453
2.95956	1.36496	4.80137	4.21354	4.16292
3.90338	1.07194	7.60758	4.22636	3.50832
4.75677	1.47248	4.27145	7.46159	8.19729
3.58245	1.12062	5.5831	4.09798	4.25067
3.02453	1.39853	7.3206	4.30928	2.98634
4.89719	1.92005	9.79256	9.58899	8.07341
1.92762	1.93609	9.41554	3.81353	2.62715
3.16778	1.12595	9.48737	3.59214	2.6163
1.89359	1.50153	8.60209	2.88763	2.60933
2.42602	1.48255	6.16844	3.7053	2.78186
4.68735	1.89802	6.42089	9.31286	8.23364
1.95266	1.21046	3.85516	2.48952	2.63333
1.9513	1.64371	5.28709	3.37461	2.78522
2.64008	1.47079	8.12135	3.9483	2.66188
2.89582	1.11273	6.96514	3.26419	2.64222
4.00485	1.34153	5.70058	5.52786	6.95653
3.26403	1.46846	5.5717	4.96878	5.3598
3.21121	1.88071	5.5218	6.42342	7.31369
4.7321	1.90629	9.01692	9.22936	8.06848
2.15411	1.73405	4.61698	4.0304	3.72497
4.5315	1.84839	9.46181	8.54053	7.79296
3.29374	1.38106	6.74517	4.64732	3.86836
3.3121	1.37232	3.38003	4.97363	6.68358
4.19379	1.83629	4.80422	8.33381	8.18134
3.40666	1.71731	8.54441	5.97217	4.90839
3.70621	1.68575	8.37652	6.37824	6.00406
2.38622	1.34675	9.55978	3.246	2.60932
2.22436	1.95776	9.72738	4.44574	2.67687
3.42805	1.84231	3.66135	7.30812	7.9663
3.01107	1.70316	6.486	5.31483	5.12072
4.03353	1.67144	3.99854	7.42129	8.09145
3.92459	1.36415	7.28187	5.45022	5.7028
3.77416	1.54166	5.72045	6.04204	7.19158
