X0	X1	X2	X3	Y_true	Y_pred	
2.35806	1.40414	2.21675	1.75827	12.5489	12.2175
2.2781	1.70494	1.32845	1.17376	3.66554	6.98253
2.83485	2.39352	2.58982	2.8095	69.5687	68.301
2.65599	1.6079	1.27731	2.49024	17.3635	21.7752
2.11463	1.28446	1.72579	2.41709	14.2945	14.5308
2.21552	1.08099	1.44446	2.88469	15.0026	21.3917
1.43591	2.20075	2.24517	1.78662	11.3257	8.49707
2.36272	1.95407	1.22791	1.61861	8.24237	7.44518
1.31738	2.6293	2.43557	2.11685	18.9571	17.6822
2.35324	1.76044	1.9487	1.83178	13.614	12.8082
2.40981	2.80415	1.70367	1.47743	14.1574	11.5049
2.75443	1.44442	2.5924	1.50107	13.6647	19.6001
2.24355	2.53092	1.31625	1.93759	17.1364	11.0619
2.3955	2.60798	1.67864	1.02084	6.0034	7.41115
2.81436	2.36502	2.92512	2.36891	55.8681	61.9215
1.53952	2.89739	2.25689	2.54913	33.7342	27.9936
2.48223	1.95072	1.93118	2.43447	27.7114	27.6045
1.06484	2.45975	1.53917	1.85817	7.73885	7.07613
1.93097	2.01366	2.67434	2.13054	24.5573	24.468
2.24384	2.56677	1.01553	1.85738	14.7456	8.36832
2.49015	2.51445	2.08638	2.64967	46.6591	42.6216
2.03861	1.25376	2.89079	2.28964	26.5275	25.6644
2.71332	2.86157	1.36532	2.30409	36.2011	27.9687
1.62261	1.24613	1.38839	2.37144	7.93988	7.54944
1.45391	2.66945	2.8009	1.81514	17.9286	19.2217
2.40352	2.85384	2.10025	2.33618	41.1749	37.3523
1.1479	2.47799	1.81258	1.22386	4.05162	6.95699
2.09373	2.55019	2.43641	1.19353	9.27533	9.79192
2.92942	2.82428	2.39532	1.04817	11.0346	21.4274
1.34906	2.40119	2.07137	1.59471	8.62526	7.39867
2.49955	1.55788	1.42256	2.37697	15.7136	18.3318
2.12659	2.10339	1.95741	1.78254	13.9462	11.4175
1.16445	1.33592	1.27895	1.67473	2.79275	6.94736
2.91218	1.79485	1.26939	2.04694	14.7424	17.27
1.92772	1.02307	2.05189	1.00016	2.53431	6.94996
2.2517	1.08253	2.43099	2.16881	18.7509	20.8117
2.23029	1.18208	1.45402	1.47335	4.25014	7.02856
2.73705	2.52355	2.13758	2.66609	53.1975	50.494
2.73299	1.29789	2.8715	2.51533	42.9259	44.7538
2.33684	2.88475	1.98008	1.19418	10.1995	9.82471
1.12192	1.91388	1.15924	2.78348	10.8802	8.10202
2.41902	2.93124	2.45473	1.96503	34.1353	34.3432
2.16256	2.70744	1.37052	2.054	21.004	14.2901
1.81402	1.80225	1.98865	2.949	28.4077	27.8004
1.98704	1.23063	2.2232	1.4579	6.81773	7.34735
1.8225	2.98931	1.08544	1.53732	10.8909	7.18772
1.847	2.13794	2.75039	1.75735	17.3053	18.8866
1.83873	2.11213	1.5482	2.0987	13.8853	9.31013
1.69817	2.93871	2.2929	1.7196	17.4416	15.1683
1.09109	2.94477	1.29615	1.26718	4.53406	6.94736
2.01528	1.38935	1.50012	2.92312	17.9976	22.2794
2.15256	2.73136	2.19241	1.30357	11.2176	10.5454
1.58308	1.16961	2.53093	2.28312	16.0369	13.89
1.2263	1.90236	1.20356	1.45444	3.28644	6.94736
1.84621	1.96864	1.62538	2.02528	12.3386	8.71169
2.3835	1.32861	2.02081	1.89614	12.5305	12.1351
1.84957	2.98973	2.85503	1.51315	18.0929	22.3154
2.42651	2.16179	2.71391	2.48367	45.0491	44.1412
2.19968	2.74917	2.34879	1.63094	19.1253	21.2414
1.23917	2.11269	1.81473	1.6488	6.53256	7.05673
1.9675	1.82963	1.24723	1.52202	5.58691	7.01729
2.74405	2.6494	2.15641	2.10531	35.4824	36.5771
2.54707	2.60591	2.93111	2.87145	80.7609	70.094
1.8877	2.79946	1.18117	2.87371	35.9799	24.7006
1.61876	2.30148	2.72386	1.9619	19.8076	20.909
1.65062	2.95606	1.32564	1.62258	11.4026	7.335
2.27191	2.18385	2.19344	2.12109	24.4813	24.2706
1.74361	2.81236	2.48071	2.34693	33.7659	29.7294
1.22754	2.68542	2.27101	2.74815	28.6674	25.8661
1.94095	1.75665	2.76557	2.03261	21.5194	22.9454
1.66407	2.98627	2.87595	1.82967	23.9388	24.7154
2.65101	1.63864	1.40556	2.95266	26.9296	32.5775
