X0	X1	X2	Y_true	Y_pred	
2.5898	1.80759	1.71589	0.0387237	0.0480071
4.06235	1.26594	4.41345	0.0131099	0.0459843
3.12936	4.58269	2.79863	0.00693799	0.0459843
4.18696	2.83792	4.37108	0.00614487	0.0459843
4.82912	4.93499	3.07523	0.00823412	0.0459843
2.91064	1.10317	3.33974	0.018824	0.0459843
4.84316	2.51489	4.36955	0.0080265	0.0459843
2.67293	4.41445	4.62433	0.00225322	0.0459843
1.97563	1.96367	2.06823	0.0187166	0.0459865
3.00997	3.88109	2.17308	0.0130691	0.0459843
4.13966	2.86063	3.15805	0.0115466	0.0459843
1.18872	3.29443	2.53757	0.00445916	0.0459843
3.91364	1.33838	2.35712	0.0418822	0.0461077
3.70214	3.84855	2.27713	0.0147629	0.0459843
2.4028	4.02316	4.40076	0.00245406	0.0459843
2.34789	2.71285	1.77034	0.021975	0.0459843
1.21716	2.14131	2.56678	0.0068656	0.0459843
2.07994	2.60162	2.65805	0.00900471	0.0459843
2.52893	4.98031	4.2928	0.00219275	0.0459843
3.02989	1.11451	4.57761	0.0103241	0.0459843
3.7396	1.94984	3.13947	0.0154848	0.0459843
1.4816	4.93595	3.86817	0.00159639	0.0459843
2.49617	4.96652	1.61517	0.0153311	0.0459843
4.59594	1.02977	1.23054	0.234549	0.096835
4.50026	1.31879	4.73993	0.0120867	0.0459843
4.457	1.16258	3.63495	0.0230894	0.0459843
4.44984	2.81209	1.85421	0.0366259	0.0647592
3.54513	2.37406	3.18516	0.0117131	0.0459843
3.66923	3.10715	4.2637	0.00516928	0.0459843
1.82162	1.43949	3.35627	0.00893977	0.0459843
2.4585	1.02032	3.05242	0.0205795	0.0460026
3.06974	1.92371	1.59938	0.0496423	0.0628419
2.94493	1.42497	2.10378	0.0371587	0.0460568
1.48033	1.78848	4.1484	0.0038274	0.0459843
4.10224	1.43969	4.57791	0.0108196	0.0459843
3.59193	2.95771	4.73587	0.00430886	0.0459843
3.56959	1.98244	4.56272	0.00688274	0.0459843
3.93102	3.65302	4.42704	0.00436935	0.0459843
4.61696	4.93621	2.47983	0.0121034	0.0459843
3.65079	2.30064	1.47422	0.0581034	0.0942784
2.24993	2.95462	1.26703	0.0377474	0.0503247
4.78711	4.53253	2.52649	0.013167	0.0459843
1.65149	2.2305	3.44535	0.0049636	0.0459843
3.2185	3.18194	2.75541	0.0106018	0.0459843
1.00785	4.01957	2.98428	0.0022404	0.0459843
