X0	X1	X2	Y_true	Y_pred	
4.77258	1.08837	7.61114	5.24828	5.86099
3.69848	1.85067	6.43747	7.14633	7.27803
4.48148	1.74662	3.00259	9.62315	8.96531
3.79293	1.49166	4.76179	5.95762	5.87612
1.51842	1.62488	7.46038	2.52794	2.44496
1.87487	1.96044	5.79926	3.9055	4.21371
4.04679	1.0598	3.17053	4.55055	5.2985
2.08777	1.92846	6.43224	4.22031	4.42081
2.91245	1.57347	8.1045	4.67154	4.55203
4.46966	1.74597	7.16201	8.04665	8.15448
3.60821	1.87121	5.45361	7.18807	7.38098
1.36512	1.25882	7.60289	1.7425	1.86416
2.58655	1.02138	8.94427	2.65923	2.32972
4.5241	1.67055	3.40144	8.67622	8.58061
3.08554	1.6295	3.98285	5.51014	5.36025
1.84775	1.88024	6.05996	3.65458	3.86426
1.7446	1.41229	6.78595	2.51905	2.32023
1.97303	1.66829	6.20191	3.41756	3.37185
4.56156	1.89263	9.83876	8.79764	8.82814
4.35387	1.6004	5.18133	7.32617	7.33704
2.34801	1.39625	7.35068	3.3392	3.05127
1.22593	1.96263	8.04041	2.48109	2.81874
2.83542	1.58903	5.2252	4.72959	4.75526
1.01039	1.9259	8.51132	1.99772	2.41053
2.39457	1.92974	7.5617	4.77914	4.83005
1.79322	1.78922	3.75197	3.65023	3.71558
3.34806	1.15445	3.45554	4.1008	4.48771
1.10147	1.17532	3.03902	1.40381	1.81865
1.93674	1.28119	3.84974	2.63132	2.46606
4.26105	1.53523	3.05818	7.56388	7.16249
3.18642	1.15891	5.1597	3.78959	4.03815
1.82615	1.87885	4.32636	3.809	4.01505
4.41912	1.17472	4.07062	5.42193	5.89312
1.84619	1.40314	5.80373	2.66966	2.47904
1.84829	1.04941	7.72041	1.95778	1.90364
1.39699	1.0367	7.94	1.46076	1.7589
3.72319	1.66019	3.06211	7.3562	6.79312
1.12534	1.36657	8.11001	1.56018	1.83778
2.6231	1.55921	4.1738	4.40918	4.42154
4.58156	1.35862	3.28112	6.8384	6.75613
4.88592	1.24706	8.8538	6.15437	6.16322
3.64905	1.40514	4.10941	5.45629	5.52632
3.04144	1.96712	7.96258	6.17424	6.18515
2.92185	1.23971	4.88384	3.7449	3.84895
1.88336	1.73597	6.07509	3.41172	3.44439
3.50043	1.93857	3.49164	8.15886	7.9423
3.65817	1.97206	5.56471	7.71481	8.13658
3.55423	1.92147	7.02667	7.09994	7.29726
1.50785	1.5785	4.86953	2.51598	2.51925
2.88684	1.49597	5.02645	4.52361	4.58578
1.33385	1.73007	7.27442	2.37583	2.46325
1.59286	1.43032	6.30015	2.33939	2.23426
4.00934	1.3159	9.68743	5.32526	5.33947
2.6414	1.87602	3.62602	5.79057	5.52813
3.0114	1.40344	9.43565	4.27387	4.05078
4.50056	1.06593	9.83051	4.82573	5.37824
4.95061	1.86469	5.05607	9.93145	9.30106
2.42523	1.96886	3.76695	5.60087	5.50308
4.56152	1.65002	3.26741	8.72017	8.5544
3.15718	1.18684	4.38658	3.89225	4.16027
2.40626	1.50247	8.67372	3.67083	3.34704
1.56456	1.20834	4.66298	1.95739	1.9958
4.1643	1.22772	8.00893	5.17375	5.46052
