X0	X1	X2	X3	Y_true	Y_pred	
7.10806	1.86054	8.18729	1.6355	4.17437	3.78251
7.68639	1.63372	7.4614	1.26251	5.76365	5.11945
7.3983	1.28541	3.56364	1.24497	6.21648	6.54374
5.67485	1.82222	4.69239	1.95447	2.29336	3.39763
7.90032	1.91445	6.94031	1.16049	5.90783	6.03569
5.95928	1.75621	14.5908	1.04936	4.14653	3.4064
6.4823	1.89619	13.9754	1.94603	2.81832	3.41295
5.40457	1.78302	15.4216	1.72901	2.33739	3.38753
8.02938	1.00083	3.44022	1.12123	7.21948	7.14283
9.08533	1.06737	3.59338	1.88136	7.41175	7.16873
6.45356	1.88307	3.02889	1.25297	5.22707	3.52219
8.86345	1.60197	7.13661	1.47328	6.6736	7.06656
6.70102	1.43844	16.1174	1.91863	3.95697	3.76348
6.68349	1.65709	13.187	1.95734	3.46748	3.55347
8.44804	1.97626	15.951	1.26514	5.99398	6.09879
8.97831	1.48274	12.4796	1.51439	6.78089	7.09141
7.62214	1.3073	12.1888	1.97435	5.07032	5.57902
7.91193	1.17793	5.66198	1.36075	6.4502	7.03986
6.50413	1.18217	3.14404	1.82604	4.68956	5.91311
6.11212	1.06727	15.4009	1.18977	4.85398	4.15578
7.3623	1.34688	18.6308	1.4639	5.40475	5.91571
8.28269	1.73779	9.85165	1.4048	5.93451	5.92597
6.90166	1.54596	12.0114	1.9356	3.94209	3.96927
5.05804	1.77843	12.9984	1.37887	2.63055	3.38661
9.60512	1.93076	16.5124	1.48383	6.78675	6.97674
9.43059	1.82167	16.9048	1.52083	6.69913	6.97739
9.40476	1.18473	7.90761	1.07681	8.22183	7.16965
5.21377	1.62209	7.11076	1.5429	2.78447	3.3945
8.75835	1.76484	7.06271	1.23938	6.78633	6.91875
5.18448	1.90098	10.9316	1.67232	2.03646	3.3863
6.42059	1.23167	12.2001	1.9287	4.06584	4.11663
5.60541	1.46874	7.22703	1.2623	3.83137	3.45288
9.18123	1.38056	10.9532	1.3701	7.34833	7.14944
9.11186	1.22161	11.388	1.06185	7.86005	7.16131
9.25136	1.68499	6.45316	1.94439	6.18981	7.10227
