X0	X1	Y_true	Y_pred	
1.52513	3.51013	5.3534	7.12917
1.01428	2.54118	2.57746	5.28473
4.46946	2.36196	10.5567	9.31629
4.84537	4.62387	22.4043	20.5896
4.80194	3.35143	16.0934	16.0208
2.1847	3.82622	8.35914	9.75943
2.79543	2.54578	7.11655	6.56501
2.59279	3.90531	10.1257	11.3899
2.62519	1.08532	2.84917	5.07232
4.59049	1.67888	7.70689	8.27931
4.18072	2.86982	11.9979	10.7754
1.81172	4.33056	7.84577	11.2376
2.97188	4.70772	13.9908	17.5967
3.63376	2.2363	8.12618	7.00869
1.48441	3.24724	4.82022	6.44263
4.34731	4.15013	18.0419	18.5366
1.54796	3.57512	5.53414	7.3551
1.91551	2.2286	4.26889	5.42714
3.26665	2.4667	8.05784	7.03787
3.00781	2.85633	8.59131	7.75897
1.94481	3.87806	7.5421	9.35803
4.71165	4.63992	21.8617	20.4541
3.59161	1.80519	6.48353	6.09921
4.2817	2.014	8.62333	7.71431
3.38627	3.81089	12.9047	13.665
2.31166	3.6647	8.47154	9.35412
4.58183	4.48741	20.5606	19.9053
3.17577	4.16768	13.2356	15.2362
1.81794	4.38522	7.97205	11.5672
4.86785	1.18954	5.79052	9.2473
1.49165	3.3182	4.94959	6.60242
3.61109	2.04412	7.38148	6.53427
2.75543	4.65458	12.8254	16.7082
2.0417	2.51957	5.14422	5.78916
2.43376	2.7879	6.78506	6.63685
4.25652	2.68728	11.4384	10.093
1.81505	2.16486	3.92935	5.3395
4.44519	1.68933	7.50939	7.72563
1.14386	2.01808	2.30841	5.08544
4.76943	4.11302	19.6168	19.1813
2.23097	4.06346	9.06546	11.1037
3.00646	2.68199	8.06328	7.21415
4.18387	1.1115	4.65036	6.98109
3.45542	3.76673	13.0156	13.6375
1.31776	3.86749	5.09641	7.86859
4.73178	1.35222	6.39839	8.84474
2.2163	3.21646	7.12862	7.4416
2.59784	1.05826	2.74919	5.05973
4.21154	4.86351	20.4829	20.3035
2.37047	1.88187	4.46091	5.36633
2.75691	4.7394	13.0661	17.1562
4.35406	3.46117	15.0701	15.0794
3.91593	3.95172	15.4747	16.5379
4.49085	2.96515	13.316	12.3622
3.68423	2.52469	9.30152	7.97787
4.26146	3.55935	15.168	15.3696
2.7057	3.6834	9.96618	10.5446
1.22425	4.31089	5.27762	9.42783
1.16339	4.36659	5.08004	9.52111
4.71817	4.77756	22.5414	20.7636
3.99171	4.73612	18.9052	19.6672
4.10858	1.96306	8.06539	7.18836
4.31077	1.70034	7.32978	7.28473
4.20157	3.71882	15.6249	16.1464
1.45798	4.59453	6.69876	11.572
1.92051	4.42491	8.49808	12.1541
4.51034	1.49234	6.73095	7.94582
3.05717	4.84942	14.8255	18.3686
3.21252	1.24397	3.99628	5.32422
1.28067	4.27095	5.46967	9.39499
1.59092	1.26896	2.01882	4.9687
1.29144	3.90158	5.03866	7.93429
2.1267	3.14375	6.68581	7.07979
1.80392	1.6335	2.94671	5.08471
2.72341	3.79127	10.3252	11.1755
2.78594	3.0059	8.37428	7.83013
3.01291	4.39782	13.2502	16.0901
1.89923	2.26654	4.30468	5.44975
1.12308	2.07593	2.33143	5.10079
2.86662	4.38787	12.5784	15.5019
4.62826	4.43022	20.5042	19.8272
1.07718	3.15138	3.39461	5.8845
3.66481	4.85714	17.8005	19.4841
4.69079	4.77626	22.4044	20.7279
4.40022	1.17171	5.15577	7.73814
1.68912	3.34649	5.65262	6.94496
2.5877	2.77588	7.18317	6.81855
1.68867	4.9804	8.41028	14.9158
3.18694	2.52569	8.04921	7.07126
2.35195	1.40492	3.30431	5.11701
4.75811	4.33348	20.6192	19.7684
3.85296	3.83072	14.7596	15.5921
2.64741	4.67247	12.3699	16.4588
1.32468	4.89538	6.48483	12.9421
3.4455	2.22835	7.67779	6.7092
4.73747	2.39093	11.327	10.3298
1.25414	3.0892	3.8743	5.94092
2.53727	4.32017	10.9614	13.7824
4.72419	4.45453	21.0441	20.0276
2.61939	3.52862	9.24283	9.54582
1.94317	1.97193	3.83178	5.26667
3.08565	2.31501	7.1433	6.4357
4.0033	4.91595	19.68	20.1401
1.31406	2.76663	3.63553	5.59455
1.87516	4.69389	8.80179	13.7167
3.23792	1.1717	3.79387	5.30764
3.27233	1.34676	4.40703	5.40895
4.54802	2.68521	12.2124	10.9988
2.16152	4.28634	9.265	12.1604
3.04525	2.32501	7.08023	6.40834
3.24335	1.70508	5.53016	5.67298
4.91419	2.87819	14.144	13.4577
3.73576	3.00161	11.2133	10.1184
2.67878	1.84857	4.95189	5.47943
1.84714	1.09698	2.02628	4.96527
2.91435	4.34825	12.6723	15.4251
4.53126	3.75838	17.0302	17.379
2.88096	2.13316	6.14553	5.92341
3.0147	1.80638	5.44568	5.62701
1.52762	4.52405	6.91105	11.4
2.33059	4.61529	10.7563	14.9603
3.34816	2.86926	9.60676	8.53038
1.99144	2.86837	5.71219	6.2775
3.41265	3.94806	13.4734	14.6906
2.1682	3.71324	8.05103	9.20051
