X0	X1	Y_true	Y_pred	
1.52513	3.51013	5.3534	4.58768
1.01428	2.54118	2.57746	3.61744
4.46946	2.36196	10.5567	11.0378
4.84537	4.62387	22.4043	20.6853
4.80194	3.35143	16.0934	16.9904
2.1847	3.82622	8.35914	8.08265
2.79543	2.54578	7.11655	5.4043
2.59279	3.90531	10.1257	10.1275
2.62519	1.08532	2.84917	3.65705
4.59049	1.67888	7.70689	9.6155
4.18072	2.86982	11.9979	11.4438
1.81172	4.33056	7.84577	8.63783
2.97188	4.70772	13.9908	13.527
3.63376	2.2363	8.12618	7.66752
1.48441	3.24724	4.82022	4.17106
4.34731	4.15013	18.0419	18.7227
1.54796	3.57512	5.53414	4.75268
1.91551	2.2286	4.26889	3.78086
3.26665	2.4667	8.05784	6.95983
3.00781	2.85633	8.59131	7.52579
1.94481	3.87806	7.5421	7.1417
4.71165	4.63992	21.8617	20.5908
3.59161	1.80519	6.48353	5.67306
4.2817	2.014	8.62333	9.66947
3.38627	3.81089	12.9047	11.716
2.31166	3.6647	8.47154	7.93923
4.58183	4.48741	20.5606	20.2641
3.17577	4.16768	13.2356	12.1154
1.81794	4.38522	7.97205	8.91494
4.86785	1.18954	5.79052	8.77762
1.49165	3.3182	4.94959	4.25919
3.61109	2.04412	7.38148	6.67027
2.75543	4.65458	12.8254	12.2879
2.0417	2.51957	5.14422	4.03177
2.43376	2.7879	6.78506	5.0449
4.25652	2.68728	11.4384	11.2339
1.81505	2.16486	3.92935	3.7199
4.44519	1.68933	7.50939	9.04905
1.14386	2.01808	2.30841	3.57256
4.76943	4.11302	19.6168	19.9487
2.23097	4.06346	9.06546	9.3678
3.00646	2.68199	8.06328	6.71566
4.18387	1.1115	4.65036	5.42389
3.45542	3.76673	13.0156	11.7882
1.31776	3.86749	5.09641	4.86393
4.73178	1.35222	6.39839	8.87428
2.2163	3.21646	7.12862	5.62061
2.59784	1.05826	2.74919	3.64556
4.21154	4.86351	20.4829	20.252
2.37047	1.88187	4.46091	3.83843
2.75691	4.7394	13.0661	12.6171
4.35406	3.46117	15.0701	14.6474
3.91593	3.95172	15.4747	14.8804
4.49085	2.96515	13.316	12.7221
3.68423	2.52469	9.30152	9.24271
4.26146	3.55935	15.168	14.6609
2.7057	3.6834	9.96618	9.79019
1.22425	4.31089	5.27762	5.84044
1.16339	4.36659	5.08004	5.81429
4.71817	4.77756	22.5414	20.7
3.99171	4.73612	18.9052	19.4933
4.10858	1.96306	8.06539	8.71187
4.31077	1.70034	7.32978	8.46621
4.20157	3.71882	15.6249	15.3016
1.45798	4.59453	6.69876	8.15067
1.92051	4.42491	8.49808	9.52194
4.51034	1.49234	6.73095	8.46198
3.05717	4.84942	14.8255	14.9231
