X0	X1	X2	Y_true	Y_pred	
4.77258	1.08837	7.61114	5.24828	5.30338
3.69848	1.85067	6.43747	7.14633	7.34755
4.48148	1.74662	3.00259	9.62315	8.66494
3.79293	1.49166	4.76179	5.95762	5.36513
1.51842	1.62488	7.46038	2.52794	2.5383
1.87487	1.96044	5.79926	3.9055	4.42075
4.04679	1.0598	3.17053	4.55055	4.90651
2.08777	1.92846	6.43224	4.22031	4.86808
2.91245	1.57347	8.1045	4.67154	4.74782
4.46966	1.74597	7.16201	8.04665	8.49957
3.60821	1.87121	5.45361	7.18807	7.29642
1.36512	1.25882	7.60289	1.7425	1.91578
2.58655	1.02138	8.94427	2.65923	2.06789
4.5241	1.67055	3.40144	8.67622	8.46088
3.08554	1.6295	3.98285	5.51014	5.11324
1.84775	1.88024	6.05996	3.65458	3.72251
1.7446	1.41229	6.78595	2.51905	2.15603
1.97303	1.66829	6.20191	3.41756	3.72007
4.56156	1.89263	9.83876	8.79764	8.90486
4.35387	1.6004	5.18133	7.32617	7.6446
2.34801	1.39625	7.35068	3.3392	3.55453
1.22593	1.96263	8.04041	2.48109	3.71994
2.83542	1.58903	5.2252	4.72959	4.84027
1.01039	1.9259	8.51132	1.99772	3.07172
2.39457	1.92974	7.5617	4.77914	5.09979
1.79322	1.78922	3.75197	3.65023	3.72007
3.34806	1.15445	3.45554	4.1008	3.72007
1.10147	1.17532	3.03902	1.40381	1.89678
1.93674	1.28119	3.84974	2.63132	2.12469
4.26105	1.53523	3.05818	7.56388	7.08753
3.18642	1.15891	5.1597	3.78959	3.72007
1.82615	1.87885	4.32636	3.809	3.72622
4.41912	1.17472	4.07062	5.42193	5.1975
1.84619	1.40314	5.80373	2.66966	2.27161
1.84829	1.04941	7.72041	1.95778	1.91514
1.39699	1.0367	7.94	1.46076	1.89228
3.72319	1.66019	3.06211	7.3562	6.30771
1.12534	1.36657	8.11001	1.56018	1.91563
2.6231	1.55921	4.1738	4.40918	3.77264
4.58156	1.35862	3.28112	6.8384	6.78249
4.88592	1.24706	8.8538	6.15437	6.46908
3.64905	1.40514	4.10941	5.45629	5.11713
