X0	X1	Y_true	Y_pred	
2.04994	4.74746	23.1012	31.8845
4.36359	2.69995	15.9047	9.196
1.77987	3.91019	13.6068	14.0096
3.42295	4.66504	37.2461	34.3053
3.25255	4.82057	37.7911	34.6522
3.1825	4.29461	29.3485	31.3457
4.05354	4.41036	39.4234	34.1645
4.14843	4.23161	37.142	33.4461
3.93574	2.13472	8.96765	6.63192
1.66125	2.41787	4.85592	6.6253
1.8387	3.24007	9.65143	7.27437
4.25157	1.11765	2.65539	6.5634
4.72526	1.28536	3.90342	6.56522
3.17089	2.59827	10.7034	6.93257
2.27462	2.54225	7.35049	6.6822
3.58067	4.94265	43.7375	35.2767
2.05807	3.22649	10.7125	7.46994
1.9579	2.79476	7.64628	6.73821
4.68051	1.98565	9.22713	6.57329
1.41049	3.25582	7.47587	6.99358
3.64147	1.6685	5.06875	6.57221
4.28422	1.27694	3.4929	6.56422
4.02217	3.43498	23.729	21.5259
2.33437	3.38125	13.3443	8.95033
2.77338	3.62735	18.2456	15.4575
1.63748	3.12608	8.00103	6.92208
2.51746	3.1583	12.5556	7.86069
4.48299	4.36258	42.6604	34.5578
1.8257	4.17178	15.887	20.7607
4.77152	2.35857	13.2716	6.58575
1.79957	4.61326	19.1493	29.3919
2.35346	4.41169	22.9027	29.2799
2.63596	1.32343	2.30839	6.58575
2.90982	2.33385	7.92469	6.68631
4.15826	2.32636	11.2521	6.8775
1.6692	1.02562	0.877916	6.59472
2.43486	3.0652	11.4383	7.37197
1.59933	2.58394	5.33916	6.64158
2.53313	1.53577	2.9873	6.60086
3.45434	2.6097	11.763	7.11731
3.22674	3.39921	18.642	13.8957
1.17198	3.82705	8.5826	9.33017
2.31153	3.84629	17.0983	16.8418
2.55271	4.44028	25.1648	30.5416
3.54902	4.30936	32.9538	32.5848
4.49233	4.42711	44.0232	34.7781
1.11544	3.14172	5.50492	6.76849
4.66643	2.62386	16.0634	8.59284
4.938	4.75256	55.7669	35.7382
3.59911	4.92347	43.6222	35.2498
4.71803	3.5515	29.7545	28.7869
1.74824	1.54471	2.08577	6.59807
3.61338	1.7655	5.63141	6.57853
3.45062	3.01645	15.6986	9.18745
3.56639	1.13937	2.31488	6.56265
3.17968	3.20264	16.3068	10.2262
1.00907	2.15323	2.33922	6.60304
3.58463	1.34145	3.22525	6.56345
1.95509	3.46752	11.7537	8.5664
1.13769	1.84419	1.93467	6.59895
3.06381	1.49497	3.42371	6.58575
3.615	3.48452	21.9464	19.1975
2.01336	4.50183	20.4018	28.8634
