X0	X1	X2	Y_true	Y_pred	
4.33628	3.0443	4.57547	60.4005	54.5547
1.00631	1.04064	3.30067	3.45649	13.1202
1.0712	1.73994	2.06159	3.84244	13.1202
4.30679	1.50783	3.76943	24.4783	39.009
4.25724	3.0135	4.29139	55.0551	45.5984
2.58424	4.5449	2.24644	26.3847	21.3925
2.13434	3.29576	1.7885	12.5808	13.1202
4.50986	3.57854	1.94322	31.3611	40.7524
2.09199	4.05065	3.17233	26.882	16.0008
2.02089	3.20472	1.35559	8.77931	13.1202
1.70466	3.62995	4.12283	25.5114	14.7625
1.47939	3.73765	4.13008	22.8371	14.0709
2.24293	1.32299	4.09484	12.151	13.1225
2.5511	1.25744	4.03541	12.945	13.2367
3.93202	3.78397	3.93595	58.5617	44.9573
2.6498	2.04699	2.65754	14.4148	13.1712
4.58709	4.5733	3.43223	72.0018	86.4819
4.37795	2.98966	4.46862	58.4879	51.9109
4.21589	1.13301	4.35306	20.7931	38.6168
4.8976	4.96959	3.56633	86.8011	89.9802
3.97344	4.22308	1.29281	21.6935	39.8323
1.51833	2.85504	4.52787	19.6278	13.4203
2.95942	3.19945	3.63197	34.3894	28.6938
2.10423	3.07411	1.08455	7.01556	13.1202
4.17442	3.68541	1.32681	20.4123	38.4732
2.96633	1.89947	4.09208	23.0566	16.2367
1.23377	4.46999	3.22692	17.7963	13.484
2.67034	4.43761	1.86686	22.1221	17.9577
4.90575	2.59302	1.60287	20.3897	40.2886
2.62658	1.80093	3.28408	15.5346	13.2573
2.17845	3.58646	1.79972	14.0611	13.1898
2.53894	4.92173	1.0992	13.7356	15.4174
2.92727	2.99059	1.15327	10.096	13.2241
3.63446	3.61709	3.16416	41.5965	40.4961
3.07279	3.41248	1.14003	11.9541	13.7459
2.13558	4.39956	1.45171	13.6397	13.4319
1.50284	2.92327	3.51035	15.4217	13.1202
4.08054	4.63765	3.3516	63.4262	62.1428
3.31939	3.4016	3.5783	40.4034	39.8111
1.86602	4.61984	4.35683	37.5589	33.1126
1.29393	3.50078	1.30381	5.90595	13.1202
2.3157	1.1387	3.44238	9.07717	13.1202
3.19579	3.18718	1.12466	11.4553	13.6952
3.15207	2.03719	3.96977	25.4913	19.2892
1.43459	4.69011	1.14487	7.70312	13.1202
2.14476	4.58683	4.37895	43.0785	39.3687
1.87509	4.29367	4.93463	39.7289	36.0832
3.34859	3.00375	2.04162	20.5353	16.4805
3.31397	3.73599	3.26724	40.4514	40.0815
2.11042	2.50014	4.62313	24.3932	14.5879
3.82229	3.01083	2.28285	26.2716	30.7884
1.92409	4.43342	3.10233	26.4638	16.315
2.73173	4.6879	3.39295	43.4503	40.3159
2.60415	1.10751	4.08943	11.7944	13.2291
1.01279	4.0686	2.26519	9.33398	13.1202
1.13878	4.73155	4.01634	21.6408	15.0965
4.54652	1.45883	2.87731	19.084	33.1502
3.0994	2.52695	3.68277	28.8436	21.5503
4.31731	2.66762	4.60801	53.0701	45.7705
2.36594	3.03662	4.58988	32.9758	22.4738
2.35484	3.03573	3.18182	22.7457	13.9667
1.82392	3.54114	4.38993	28.3535	16.3602
1.44218	2.0143	1.31026	3.80629	13.1202
4.37363	1.36912	2.84358	17.0274	25.5225
1.83907	3.55873	3.28552	21.503	13.6157
4.63585	1.20296	4.42387	24.6708	40.6447
4.4905	2.9867	3.38775	45.4358	42.2611
3.24694	1.7578	3.91938	22.3698	17.5659
1.54584	4.39213	3.13957	21.3163	13.9634
3.10702	1.79907	4.04903	22.6331	16.8978
4.95835	1.39653	1.59894	11.0718	24.7258
2.14767	1.24879	1.60612	4.30762	13.1202
4.78995	1.45325	2.41926	16.8404	33.4229
1.59297	2.97551	4.89333	23.1939	14.1889
2.39572	4.70969	1.75067	19.7529	15.897
1.85323	4.76103	2.80936	24.7877	16.1231
