X0	X1	X2	Y_true	Y_pred	
4.77258	1.08837	7.61114	5.24828	5.87259
3.69848	1.85067	6.43747	7.14633	7.19549
4.48148	1.74662	3.00259	9.62315	9.07135
3.79293	1.49166	4.76179	5.95762	6.2778
1.51842	1.62488	7.46038	2.52794	2.52242
1.87487	1.96044	5.79926	3.9055	4.15965
4.04679	1.0598	3.17053	4.55055	5.56094
2.08777	1.92846	6.43224	4.22031	4.26887
2.91245	1.57347	8.1045	4.67154	4.00387
4.46966	1.74597	7.16201	8.04665	8.63559
3.60821	1.87121	5.45361	7.18807	7.5322
1.36512	1.25882	7.60289	1.7425	2.38496
2.58655	1.02138	8.94427	2.65923	2.43366
4.5241	1.67055	3.40144	8.67622	9.03034
3.08554	1.6295	3.98285	5.51014	5.73036
1.84775	1.88024	6.05996	3.65458	3.69361
1.7446	1.41229	6.78595	2.51905	2.48866
1.97303	1.66829	6.20191	3.41756	3.11104
4.56156	1.89263	9.83876	8.79764	8.64251
4.35387	1.6004	5.18133	7.32617	8.34448
2.34801	1.39625	7.35068	3.3392	2.73209
1.22593	1.96263	8.04041	2.48109	2.67696
2.83542	1.58903	5.2252	4.72959	4.66235
1.01039	1.9259	8.51132	1.99772	2.50572
2.39457	1.92974	7.5617	4.77914	4.52319
1.79322	1.78922	3.75197	3.65023	3.8871
3.34806	1.15445	3.45554	4.1008	4.48189
1.10147	1.17532	3.03902	1.40381	2.39798
1.93674	1.28119	3.84974	2.63132	2.63495
4.26105	1.53523	3.05818	7.56388	8.54471
3.18642	1.15891	5.1597	3.78959	3.70995
1.82615	1.87885	4.32636	3.809	4.15571
4.41912	1.17472	4.07062	5.42193	6.41434
1.84619	1.40314	5.80373	2.66966	2.56967
1.84829	1.04941	7.72041	1.95778	2.38694
1.39699	1.0367	7.94	1.46076	2.37225
3.72319	1.66019	3.06211	7.3562	7.65149
1.12534	1.36657	8.11001	1.56018	2.38118
2.6231	1.55921	4.1738	4.40918	4.46713
4.58156	1.35862	3.28112	6.8384	8.37633
4.88592	1.24706	8.8538	6.15437	6.29204
3.64905	1.40514	4.10941	5.45629	5.91318
3.04144	1.96712	7.96258	6.17424	5.86715
2.92185	1.23971	4.88384	3.7449	3.58548
1.88336	1.73597	6.07509	3.41172	3.21204
3.50043	1.93857	3.49164	8.15886	8.53041
3.65817	1.97206	5.56471	7.71481	8.34867
3.55423	1.92147	7.02667	7.09994	6.92003
1.50785	1.5785	4.86953	2.51598	2.65102
2.88684	1.49597	5.02645	4.52361	4.48872
1.33385	1.73007	7.27442	2.37583	2.54315
1.59286	1.43032	6.30015	2.33939	2.47662
4.00934	1.3159	9.68743	5.32526	4.62913
2.6414	1.87602	3.62602	5.79057	5.94092
3.0114	1.40344	9.43565	4.27387	3.1669
4.50056	1.06593	9.83051	4.82573	4.57289
4.95061	1.86469	5.05607	9.93145	9.11139
2.42523	1.96886	3.76695	5.60087	5.84936
4.56152	1.65002	3.26741	8.72017	9.03516
3.15718	1.18684	4.38658	3.89225	3.99749
2.40626	1.50247	8.67372	3.67083	2.80369
1.56456	1.20834	4.66298	1.95739	2.42949
4.1643	1.22772	8.00893	5.17375	5.01145
4.13108	1.91418	8.03622	8.14198	8.34926
2.34293	1.98731	5.73929	4.96318	5.10208
4.54565	1.1358	7.39198	5.225	5.66508
2.55628	1.12282	8.5304	2.89543	2.48181
1.57448	1.3031	8.07986	2.07892	2.39847
3.34011	1.49772	8.40089	5.08399	4.44109
4.34808	1.13688	3.70735	5.19346	6.26029
3.65683	1.22357	4.15202	4.68233	5.0937
2.79758	1.46417	7.12226	4.18554	3.60173
4.45535	1.70211	4.26316	8.27138	8.97573
4.70684	1.31934	7.33752	6.31282	6.63198
1.02888	1.03842	5.75911	1.08622	2.37152
4.44964	1.35001	3.72236	6.44593	7.66488
3.07326	1.87177	5.39515	6.13338	6.21458
4.72479	1.06538	7.3102	5.08802	5.76992
3.90837	1.16528	4.4413	4.71971	5.30414
2.47388	1.22975	5.63881	3.11729	2.76095
2.99883	1.01863	4.03971	3.1567	3.14339
3.09791	1.39212	5.13601	4.48038	4.46404
2.36255	1.55345	3.0841	4.24842	4.26383
3.42783	1.80679	6.88978	6.41799	6.2268
1.61797	1.2573	8.14055	2.05898	2.39437
2.51559	1.62504	7.71437	4.18177	3.51961
4.57855	1.7827	9.8704	8.29864	8.09687
2.45279	1.5172	3.50798	4.12738	4.1797
3.91912	1.52934	4.12688	6.45313	6.88574
2.49525	1.48482	7.81913	3.77365	2.99841
1.46991	1.03694	6.39138	1.54467	2.3787
1.61931	1.20482	6.63471	1.98396	2.40279
3.97554	1.71399	5.13567	7.22849	7.88446
3.29164	1.04922	7.11538	3.49182	3.01904
4.1962	1.94149	6.64827	8.51818	8.89428
4.79355	1.10691	4.80092	5.45296	6.68188
2.45836	1.2316	9.9277	3.05129	2.46276
2.32445	1.09896	6.69066	2.58964	2.47779
3.18286	1.61396	8.20212	5.23943	4.61414
4.69252	1.03558	5.95468	4.93466	5.96735
3.63594	1.83921	3.80347	7.63988	8.23884
4.87552	1.91778	8.65041	9.58876	9.05685
3.32123	1.05131	7.08163	3.53076	3.07176
3.73156	1.75956	8.62252	6.70705	6.16408
1.51003	1.45965	3.32774	2.45264	2.64075
2.2341	1.13425	8.93011	2.55473	2.41708
4.64255	1.18823	8.11028	5.57659	5.87319
4.16671	1.90835	8.34641	8.16792	8.29014
3.68002	1.18655	7.00296	4.43059	4.28422
4.66512	1.05927	7.2431	4.99535	5.63344
4.65442	1.263	7.49558	5.9638	6.28607
4.03902	1.88516	5.53569	8.09823	8.77218
3.26545	1.94783	7.55539	6.58308	6.2687
2.95956	1.36496	4.80137	4.21354	4.2039
3.90338	1.07194	7.60758	4.22636	4.09963
4.75677	1.47248	4.27145	7.46159	8.84928
3.58245	1.12062	5.5831	4.09798	4.23411
3.02453	1.39853	7.3206	4.30928	3.73542
4.89719	1.92005	9.79256	9.58899	9.01573
1.92762	1.93609	9.41554	3.81353	3.16284
3.16778	1.12595	9.48737	3.59214	2.70539
1.89359	1.50153	8.60209	2.88763	2.50928
2.42602	1.48255	6.16844	3.7053	3.23847
4.68735	1.89802	6.42089	9.31286	9.07483
1.95266	1.21046	3.85516	2.48952	2.56818
1.9513	1.64371	5.28709	3.37461	3.20326
