X0	X1	X2	X3	Y_true	Y_pred	
1.1093	3.40295	2.62194	4.93396	4.36557	3.57884
3.5596	2.37324	1.69159	4.44327	2.79231	3.0546
2.63983	2.13953	1.51953	1.02758	1.2993	1.75475
3.56969	1.96812	4.22642	3.51878	3.97493	4.14039
4.77753	4.98845	2.85409	2.42884	2.63687	2.70729
2.42431	3.07146	3.15041	3.25424	3.20844	3.20266
3.39603	2.43456	4.8154	3.78145	4.38367	4.33063
4.39645	3.95255	2.1561	3.76761	2.91901	3.18159
4.73624	2.94588	4.89212	2.89387	4.12585	4.18535
1.98506	4.82392	4.90652	1.92003	2.7907	3.01684
4.66217	1.43324	4.37018	2.62849	3.96065	4.02906
1.84055	1.97107	4.15067	1.33349	2.69384	2.64888
4.57579	4.06802	3.63547	3.697	3.66443	3.91772
4.07024	1.89392	2.8083	2.25467	2.6325	2.54555
2.1869	1.32279	3.30475	3.01289	3.19475	3.36623
1.86493	3.75599	4.34198	1.63982	2.53635	2.66642
1.13723	2.29081	3.94952	1.39468	2.24223	2.39315
3.75905	3.87422	3.04671	2.9994	3.0227	3.1363
3.62897	4.06713	3.09054	4.44425	3.80593	3.88327
4.6012	1.32265	2.81112	1.4668	2.51096	2.07742
2.80805	1.03675	3.31676	4.6749	3.68298	4.23558
2.44141	1.23713	2.1756	2.36031	2.23772	2.40864
1.22996	3.73698	2.85917	2.58928	2.65611	2.30708
2.67073	4.66302	4.61101	1.38563	2.56022	2.68615
3.92982	2.77955	4.98088	3.65438	4.43134	4.36057
1.27855	2.3285	1.56704	2.44894	2.13634	1.92632
4.84978	1.44511	3.33838	3.14005	3.29285	2.91553
2.68032	1.38771	1.98207	3.34272	2.44622	2.90891
1.10599	3.05804	3.44741	4.57399	4.27476	3.82568
4.40269	2.92313	2.19649	1.26481	1.82473	1.71796
3.24339	3.84004	3.61173	4.16747	3.913	3.94225
2.41629	4.70487	1.22193	4.16828	3.16855	2.41507
4.10792	4.31482	4.00958	4.38374	4.20125	4.21751
1.04725	2.35745	2.58413	2.59001	2.5882	2.32823
2.63565	1.23222	2.32809	4.75368	3.10083	3.88353
1.44414	2.19006	3.10361	4.5586	3.98042	3.8276
1.28612	2.92379	1.68488	1.29489	1.41403	1.73499
2.23853	4.9879	4.91997	1.6816	2.68475	2.90338
1.71194	4.74661	2.34045	3.47118	3.17146	2.46781
1.44206	1.87736	2.33246	4.21652	3.39802	3.30982
3.90926	1.44843	1.26332	4.63048	2.17362	2.65567
2.79001	2.78618	2.37047	1.48949	1.93028	1.98028
1.82013	2.26864	3.94713	3.59389	3.75114	3.79353
1.23784	2.20136	3.66571	4.63314	4.28494	4.04806
1.7257	3.07163	4.62841	1.04386	2.3333	2.54864
1.4187	4.88955	2.82683	2.69989	2.72844	2.23084
4.08395	2.38575	4.07833	1.14612	2.99706	2.89087
4.80328	1.69348	4.11906	4.64565	4.25632	4.47311
4.3329	2.69525	2.9073	1.02544	2.18562	2.14605
