X0	X1	Y_true	Y_pred	
2.04994	4.74746	23.1012	32.5761
4.36359	2.69995	15.9047	5.9824
1.77987	3.91019	13.6068	19.3998
3.42295	4.66504	37.2461	35.6093
3.25255	4.82057	37.7911	36.0997
3.1825	4.29461	29.3485	31.0236
4.05354	4.41036	39.4234	35.2567
4.14843	4.23161	37.142	34.0845
3.93574	2.13472	8.96765	5.06615
1.66125	2.41787	4.85592	6.74036
1.8387	3.24007	9.65143	8.38379
4.25157	1.11765	2.65539	5.02269
4.72526	1.28536	3.90342	5.0285
3.17089	2.59827	10.7034	7.43833
2.27462	2.54225	7.35049	6.92253
3.58067	4.94265	43.7375	36.8044
2.05807	3.22649	10.7125	8.76494
1.9579	2.79476	7.64628	7.09526
4.68051	1.98565	9.22713	5.07334
1.41049	3.25582	7.47587	7.80092
3.64147	1.6685	5.06875	5.02983
4.28422	1.27694	3.4929	5.02529
4.02217	3.43498	23.729	20.9868
2.33437	3.38125	13.3443	11.948
2.77338	3.62735	18.2456	19.6643
1.63748	3.12608	8.00103	7.59145
2.51746	3.1583	12.5556	9.44416
4.48299	4.36258	42.6604	35.7422
1.8257	4.17178	15.887	21.3936
4.77152	2.35857	13.2716	5.16123
1.79957	4.61326	19.1493	28.9861
2.35346	4.41169	22.9027	28.3568
2.63596	1.32343	2.30839	5.02042
2.90982	2.33385	7.92469	6.90924
4.15826	2.32636	11.2521	5.11248
1.6692	1.02562	0.877916	5.04311
2.43486	3.0652	11.4383	8.44401
1.59933	2.58394	5.33916	6.80637
2.53313	1.53577	2.9873	5.06856
3.45434	2.6097	11.763	7.73789
3.22674	3.39921	18.642	18.5022
1.17198	3.82705	8.5826	13.8607
2.31153	3.84629	17.0983	20.2868
2.55271	4.44028	25.1648	30.1537
3.54902	4.30936	32.9538	32.9043
4.49233	4.42711	44.0232	36.0568
1.11544	3.14172	5.50492	7.23596
4.66643	2.62386	16.0634	5.27928
4.938	4.75256	55.7669	37.2123
3.59911	4.92347	43.6222	36.7723
4.71803	3.5515	29.7545	25.5602
1.74824	1.54471	2.08577	6.57992
3.61338	1.7655	5.63141	5.03275
3.45062	3.01645	15.6986	11.5676
3.56639	1.13937	2.31488	5.02077
3.17968	3.20264	16.3068	13.7708
1.00907	2.15323	2.33922	6.64032
3.58463	1.34145	3.22525	5.02291
1.95509	3.46752	11.7537	11.3611
1.13769	1.84419	1.93467	6.61779
3.06381	1.49497	3.42371	5.02292
3.615	3.48452	21.9464	20.5415
2.01336	4.50183	20.4018	28.0386
3.32027	2.50782	10.4408	7.32195
2.91814	4.48264	29.3187	32.6238
4.06231	1.36969	3.81055	5.02575
3.10599	4.2109	27.5373	29.0169
2.58424	3.02344	11.8115	8.47304
4.64437	1.94555	8.78982	5.06695
3.85213	4.9237	46.6932	36.9444
2.79277	2.84727	11.3204	7.87743
4.69475	1.21197	3.44797	5.02653
2.18844	4.63248	23.4818	31.5237
3.30102	2.235	8.24467	6.39112
4.24389	2.27282	10.9613	5.09915
1.17768	1.96655	2.27724	6.62725
1.29311	4.22509	11.5419	20.6725
2.10325	3.01307	9.54724	7.69444
4.01073	2.59784	13.5338	6.80051
1.41659	4.36441	13.4916	22.0288
4.88471	1.00684	2.47587	5.02386
4.52575	2.41986	13.2508	5.15795
2.10732	3.41938	12.3196	11.3418
3.77792	1.99876	7.54646	5.04828
1.29105	1.50267	1.45761	6.60458
1.96707	1.39858	1.92383	5.66215
3.01052	4.97423	37.2447	36.3957
2.82666	2.03642	5.86109	6.53952
3.30866	2.75299	12.5381	8.19209
4.3562	3.82784	31.9143	29.0862
2.327	3.45019	13.8501	13.3925
2.01256	3.16736	10.0952	8.26938
1.08343	2.25489	2.75437	6.6569
1.19313	1.57557	1.48094	6.60651
1.39498	2.34635	3.83994	6.69383
3.0094	1.89368	5.39589	5.27767
1.63225	1.47107	1.76614	6.56979
2.39177	3.45225	14.2526	13.9154
4.95946	1.53124	5.81424	5.04087
4.5688	4.01238	36.777	33.1284
2.13002	3.54551	13.3878	14.2142
1.46323	4.38007	14.0361	22.396
2.18209	1.72985	3.26482	6.55285
1.05122	1.31391	0.907392	6.59734
1.8103	2.9242	7.7399	7.23091
4.978	2.73327	18.5947	5.40254
1.14142	3.12912	5.58803	7.22748
2.14452	2.66852	7.63557	7.00849
1.42334	2.26436	3.64897	6.67734
4.40444	4.78757	50.4767	37.0102
4.01958	2.85038	16.3289	11.6715
4.36045	1.8701	7.62484	5.05111
1.95032	4.45817	19.3815	26.6672
3.66229	2.10813	8.13804	5.07508
4.65946	2.21094	11.3883	5.11118
3.66754	2.21624	9.00698	5.20463
3.56408	2.40507	10.308	6.75461
4.2289	3.45675	25.2658	21.6348
1.98502	2.75995	7.56024	7.05957
2.75338	3.50856	16.947	17.8343
2.79801	4.81652	32.4554	35.3691
3.65644	3.41436	21.3131	20.1752
3.82214	3.75183	26.9006	24.0134
2.00964	4.71683	22.3557	31.9692
