X0	X1	Y_true	Y_pred	
2.04994	4.74746	23.1012	33.2963
4.36359	2.69995	15.9047	8.17294
1.77987	3.91019	13.6068	8.5394
3.42295	4.66504	37.2461	36.598
3.25255	4.82057	37.7911	36.7212
3.1825	4.29461	29.3485	33.9883
4.05354	4.41036	39.4234	36.6406
4.14843	4.23161	37.142	36.3487
3.93574	2.13472	8.96765	7.32587
1.66125	2.41787	4.85592	7.32587
1.8387	3.24007	9.65143	7.32587
4.25157	1.11765	2.65539	7.32587
4.72526	1.28536	3.90342	7.32587
3.17089	2.59827	10.7034	7.32587
2.27462	2.54225	7.35049	7.32587
3.58067	4.94265	43.7375	36.9514
2.05807	3.22649	10.7125	7.32958
1.9579	2.79476	7.64628	7.32587
4.68051	1.98565	9.22713	7.32587
1.41049	3.25582	7.47587	7.32587
3.64147	1.6685	5.06875	7.32587
4.28422	1.27694	3.4929	7.32587
4.02217	3.43498	23.729	19.9176
2.33437	3.38125	13.3443	7.5456
2.77338	3.62735	18.2456	10.1097
1.63748	3.12608	8.00103	7.32587
2.51746	3.1583	12.5556	7.39671
4.48299	4.36258	42.6604	36.8209
1.8257	4.17178	15.887	12.3616
4.77152	2.35857	13.2716	7.64897
1.79957	4.61326	19.1493	27.29
2.35346	4.41169	22.9027	28.723
2.63596	1.32343	2.30839	7.32587
2.90982	2.33385	7.92469	7.32587
4.15826	2.32636	11.2521	7.34113
1.6692	1.02562	0.877916	7.32587
2.43486	3.0652	11.4383	7.33159
1.59933	2.58394	5.33916	7.32587
2.53313	1.53577	2.9873	7.32587
3.45434	2.6097	11.763	7.33044
3.22674	3.39921	18.642	9.75394
1.17198	3.82705	8.5826	7.45809
2.31153	3.84629	17.0983	10.3123
2.55271	4.44028	25.1648	31.7612
3.54902	4.30936	32.9538	35.5675
4.49233	4.42711	44.0232	36.8801
1.11544	3.14172	5.50492	7.32587
4.66643	2.62386	16.0634	8.49995
4.938	4.75256	55.7669	37.078
3.59911	4.92347	43.6222	36.9454
4.71803	3.5515	29.7545	33.0981
1.74824	1.54471	2.08577	7.32587
3.61338	1.7655	5.63141	7.32587
3.45062	3.01645	15.6986	7.83069
3.56639	1.13937	2.31488	7.32587
3.17968	3.20264	16.3068	8.07067
1.00907	2.15323	2.33922	7.32587
3.58463	1.34145	3.22525	7.32587
1.95509	3.46752	11.7537	7.44595
1.13769	1.84419	1.93467	7.32587
3.06381	1.49497	3.42371	7.32587
3.615	3.48452	21.9464	15.2298
2.01336	4.50183	20.4018	26.7137
3.32027	2.50782	10.4408	7.32587
2.91814	4.48264	29.3187	34.7618
4.06231	1.36969	3.81055	7.32587
3.10599	4.2109	27.5373	32.0923
2.58424	3.02344	11.8115	7.3407
4.64437	1.94555	8.78982	7.32587
3.85213	4.9237	46.6932	36.9977
2.79277	2.84727	11.3204	7.32587
4.69475	1.21197	3.44797	7.32587
2.18844	4.63248	23.4818	32.3772
3.30102	2.235	8.24467	7.32587
4.24389	2.27282	10.9613	7.33517
1.17768	1.96655	2.27724	7.32587
1.29311	4.22509	11.5419	9.38709
2.10325	3.01307	9.54724	7.32587
4.01073	2.59784	13.5338	7.49159
1.41659	4.36441	13.4916	12.6188
4.88471	1.00684	2.47587	7.32587
4.52575	2.41986	13.2508	7.56203
2.10732	3.41938	12.3196	7.46566
3.77792	1.99876	7.54646	7.32587
1.29105	1.50267	1.45761	7.32587
1.96707	1.39858	1.92383	7.32587
3.01052	4.97423	37.2447	36.7777
2.82666	2.03642	5.86109	7.32587
3.30866	2.75299	12.5381	7.36387
4.3562	3.82784	31.9143	34.5968
2.327	3.45019	13.8501	7.66447
2.01256	3.16736	10.0952	7.32587
1.08343	2.25489	2.75437	7.32587
1.19313	1.57557	1.48094	7.32587
1.39498	2.34635	3.83994	7.32587
3.0094	1.89368	5.39589	7.32587
1.63225	1.47107	1.76614	7.32587
2.39177	3.45225	14.2526	7.7365
4.95946	1.53124	5.81424	7.32587
4.5688	4.01238	36.777	36.252
2.13002	3.54551	13.3878	7.68195
1.46323	4.38007	14.0361	13.5267
2.18209	1.72985	3.26482	7.32587
1.05122	1.31391	0.907392	7.32587
1.8103	2.9242	7.7399	7.32587
4.978	2.73327	18.5947	11.5092
1.14142	3.12912	5.58803	7.32587
2.14452	2.66852	7.63557	7.32587
1.42334	2.26436	3.64897	7.32587
4.40444	4.78757	50.4767	37.034
4.01958	2.85038	16.3289	8.16257
4.36045	1.8701	7.62484	7.32587
1.95032	4.45817	19.3815	24.0415
3.66229	2.10813	8.13804	7.32587
4.65946	2.21094	11.3883	7.39863
3.66754	2.21624	9.00698	7.32587
3.56408	2.40507	10.308	7.32587
4.2289	3.45675	25.2658	24.4001
1.98502	2.75995	7.56024	7.32587
2.75338	3.50856	16.947	8.75643
2.79801	4.81652	32.4554	36.3088
3.65644	3.41436	21.3131	13.7164
3.82214	3.75183	26.9006	28.4609
2.00964	4.71683	22.3557	32.4721
3.51068	3.87616	26.3733	28.0192
1.45506	4.37855	13.948	13.3915
1.28495	4.3282	12.0357	10.7291
1.79022	2.84993	7.27016	7.32587
3.02567	4.44365	29.8724	34.842
3.5058	1.03082	1.8626	7.32587
3.82491	2.57171	12.6483	7.39215
3.06976	1.70111	4.44162	7.32587
2.31364	2.18424	5.51905	7.32587
3.44226	1.91025	6.2805	7.32587
2.32752	3.88514	17.5661	11.063
4.73497	1.53499	5.57823	7.32587
4.57971	4.63041	49.096	37.0087
2.00935	1.70981	2.93711	7.32587
3.48216	3.09711	16.7006	8.20334
2.28783	1.89252	4.09709	7.32587
2.94786	4.58423	30.9749	35.6158
2.7938	3.46837	16.8042	8.59322
1.84193	2.06181	3.91508	7.32587
1.60873	1.10702	0.985748	7.32587
2.46385	4.08244	20.5316	18.2434
2.19919	3.74952	15.4591	8.71932
1.68212	2.93046	7.22267	7.32587
4.32916	3.19996	22.1647	16.2792
3.13969	4.58013	32.9316	36.0131
1.22995	2.72976	4.58255	7.32587
4.94954	1.08142	2.89418	7.32587
3.78422	2.17981	8.99052	7.32587
4.21342	1.93705	7.90471	7.32587
2.8603	2.45166	8.59612	7.32587
2.98232	2.30701	7.93641	7.32587
4.85972	2.5431	15.7148	8.53255
2.18191	3.82674	15.9759	9.34336
1.14548	4.98083	14.2089	29.7035
3.91161	1.88621	6.95837	7.32587
2.63207	4.07588	21.863	20.8759
2.20626	1.43067	2.25791	7.32587
2.80913	3.17582	14.1662	7.55345
2.60335	3.08783	12.411	7.37601
1.08227	4.59221	11.4117	14.7478
1.11554	1.42915	1.13923	7.32587
2.21439	2.5829	7.3865	7.32587
1.1904	4.60273	12.6095	16.6408
4.09028	4.57857	42.8729	36.8586
4.36567	3.83431	32.0919	34.7021
1.46571	1.21795	1.08712	7.32587
2.53297	4.1525	21.8384	22.1763
4.42756	3.71946	30.6263	33.6853
2.67232	1.89626	4.80458	7.32587
1.18951	2.57853	3.95442	7.32587
2.89721	4.3423	27.3143	32.8163
2.29885	4.92614	27.8929	35.8955
1.81217	2.03139	3.73899	7.32587
1.53038	1.73725	2.30937	7.32587
1.68413	4.74538	18.9621	29.8002
4.8165	4.81826	55.909	37.0799
2.62809	4.23866	23.6085	27.0458
1.29285	3.9475	10.0731	7.75678
3.48785	4.77333	39.7348	36.7896
2.26041	3.57902	14.4772	7.9463
3.43428	3.79207	24.6921	23.7336
2.79861	1.16269	1.89164	7.32587
2.72821	4.91244	32.9186	36.4758
1.60604	2.35536	4.45492	7.32587
2.72434	3.03457	12.5437	7.37625
1.93783	1.39852	1.89506	7.32587
3.71583	2.59713	12.5318	7.37763
2.56432	2.28062	6.66882	7.32587
3.38268	1.86244	5.86673	7.32587
3.30077	2.3738	9.29979	7.32587
1.82758	4.32231	17.0718	16.7166
2.36633	2.7294	8.81416	7.32587
4.62743	2.04153	9.64319	7.32587
2.23252	1.97737	4.36457	7.32587
2.13452	2.73484	7.98241	7.32587
3.18379	1.15955	2.1404	7.32587
1.00898	3.12532	4.92765	7.32587
1.47702	2.81682	5.85969	7.32587
2.45801	3.72192	17.025	9.53673
1.89928	1.486	2.097	7.32587
3.22921	1.17491	2.22883	7.32587
3.90733	4.06151	32.2274	34.9213
4.92151	2.05827	10.425	7.37523
3.15089	1.46207	3.36773	7.32587
3.96726	4.81356	45.9613	36.9725
3.38855	4.76436	38.4587	36.7267
3.18762	3.86791	23.8446	22.4063
4.728	3.4319	27.843	30.7609
1.423	1.14201	0.927927	7.32587
2.97153	2.34665	8.18178	7.32587
1.32676	2.26897	3.41524	7.32587
2.50147	3.10588	12.0652	7.36123
1.27982	3.34122	7.1438	7.32587
4.75225	1.22473	3.56409	7.32587
1.88767	2.56112	6.19092	7.32587
4.88397	4.64496	52.6873	37.0521
1.00262	1.61183	1.3024	7.32587
3.08447	1.30809	2.63891	7.32587
3.37852	4.26759	30.7653	34.6575
1.42975	1.09448	0.856335	7.32587
1.00439	1.73275	1.5078	7.32587
2.5726	4.68107	28.186	35.148
2.11933	4.87241	25.1569	35.071
3.63012	1.54648	4.3409	7.32587
3.26674	3.16011	16.3113	8.05404
2.14562	1.30329	1.82225	7.32587
3.57413	1.82288	5.9382	7.32587
1.25765	4.8162	14.5861	25.9651
1.22787	3.56559	7.8052	7.32587
3.902	2.3866	11.1127	7.32587
4.09894	2.53652	13.1862	7.46622
1.23766	3.12553	6.04534	7.32587
3.18311	1.78277	5.05842	7.32587
4.92658	2.85105	20.0228	13.7182
1.24854	4.14083	10.704	8.50618
4.02017	4.31564	37.4373	36.4197
4.76574	4.71812	53.0442	37.0568
1.33946	2.72625	4.97771	7.32587
2.72577	2.57015	9.00279	7.32587
4.2033	4.59901	44.4519	36.9113
1.11565	3.24181	5.86238	7.32587
1.08909	4.94614	13.3219	27.8845
4.65025	4.46076	46.2662	36.9473
1.13699	1.36568	1.06029	7.32587
3.99238	3.3185	21.983	15.2729
1.34267	2.30575	3.56914	7.32587
