X0	X1	Y_true	Y_pred	
1.52513	3.51013	5.3534	9.35273
1.01428	2.54118	2.57746	9.3522
4.46946	2.36196	10.5567	9.3506
4.84537	4.62387	22.4043	9.35268
4.80194	3.35143	16.0934	9.3517
2.1847	3.82622	8.35914	9.35277
2.79543	2.54578	7.11655	9.35161
2.59279	3.90531	10.1257	9.35273
2.62519	1.08532	2.84917	9.3495
4.59049	1.67888	7.70689	9.34927
4.18072	2.86982	11.9979	9.35142
1.81172	4.33056	7.84577	9.35307
2.97188	4.70772	13.9908	9.35305
3.63376	2.2363	8.12618	9.35085
1.48441	3.24724	4.82022	9.35258
4.34731	4.15013	18.0419	9.3525
1.54796	3.57512	5.53414	9.35276
1.91551	2.2286	4.26889	9.35161
3.26665	2.4667	8.05784	9.35133
3.00781	2.85633	8.59131	9.35185
1.94481	3.87806	7.5421	9.35284
4.71165	4.63992	21.8617	9.35272
3.59161	1.80519	6.48353	9.3502
4.2817	2.014	8.62333	9.35013
3.38627	3.81089	12.9047	9.35251
2.31166	3.6647	8.47154	9.35265
4.58183	4.48741	20.5606	9.35266
3.17577	4.16768	13.2356	9.35276
1.81794	4.38522	7.97205	9.35309
4.86785	1.18954	5.79052	9.34782
1.49165	3.3182	4.94959	9.35262
3.61109	2.04412	7.38148	9.35058
2.75543	4.65458	12.8254	9.35306
2.0417	2.51957	5.14422	9.35186
2.43376	2.7879	6.78506	9.35198
4.25652	2.68728	11.4384	9.35116
1.81505	2.16486	3.92935	9.35158
4.44519	1.68933	7.50939	9.3494
1.14386	2.01808	2.30841	9.35168
4.76943	4.11302	19.6168	9.35237
2.23097	4.06346	9.06546	9.35288
3.00646	2.68199	8.06328	9.35167
4.18387	1.1115	4.65036	9.34827
3.45542	3.76673	13.0156	9.35246
1.31776	3.86749	5.09641	9.35294
4.73178	1.35222	6.39839	9.34838
2.2163	3.21646	7.12862	9.35238
2.59784	1.05826	2.74919	9.34946
4.21154	4.86351	20.4829	9.35293
2.37047	1.88187	4.46091	9.35099
2.75691	4.7394	13.0661	9.35309
4.35406	3.46117	15.0701	9.35196
3.91593	3.95172	15.4747	9.35247
4.49085	2.96515	13.316	9.3514
3.68423	2.52469	9.30152	9.35121
4.26146	3.55935	15.168	9.35208
2.7057	3.6834	9.96618	9.35258
1.22425	4.31089	5.27762	9.35314
1.16339	4.36659	5.08004	9.35317
4.71817	4.77756	22.5414	9.35279
3.99171	4.73612	18.9052	9.3529
4.10858	1.96306	8.06539	9.35015
4.31077	1.70034	7.32978	9.34952
4.20157	3.71882	15.6249	9.35223
1.45798	4.59453	6.69876	9.35321
1.92051	4.42491	8.49808	9.35309
4.51034	1.49234	6.73095	9.34892
3.05717	4.84942	14.8255	9.3531
3.21252	1.24397	3.99628	9.34939
1.28067	4.27095	5.46967	9.35312
1.59092	1.26896	2.01882	9.3505
1.29144	3.90158	5.03866	9.35296
2.1267	3.14375	6.68581	9.35235
1.80392	1.6335	2.94671	9.35093
2.72341	3.79127	10.3252	9.35264
2.78594	3.0059	8.37428	9.35206
3.01291	4.39782	13.2502	9.35291
1.89923	2.26654	4.30468	9.35165
1.12308	2.07593	2.33143	9.35174
2.86662	4.38787	12.5784	9.35293
4.62826	4.43022	20.5042	9.35262
1.07718	3.15138	3.39461	9.35261
3.66481	4.85714	17.8005	9.35301
4.69079	4.77626	22.4044	9.3528
4.40022	1.17171	5.15577	9.34822
1.68912	3.34649	5.65262	9.3526
2.5877	2.77588	7.18317	9.35191
1.68867	4.9804	8.41028	9.3533
3.18694	2.52569	8.04921	9.35143
2.35195	1.40492	3.30431	9.35027
4.75811	4.33348	20.6192	9.35253
3.85296	3.83072	14.7596	9.3524
2.64741	4.67247	12.3699	9.35308
1.32468	4.89538	6.48483	9.35332
3.4455	2.22835	7.67779	9.35094
4.73747	2.39093	11.327	9.35049
1.25414	3.0892	3.8743	9.35253
2.53727	4.32017	10.9614	9.35295
4.72419	4.45453	21.0441	9.35261
2.61939	3.52862	9.24283	9.3525
1.94317	1.97193	3.83178	9.3513
3.08565	2.31501	7.1433	9.35122
4.0033	4.91595	19.68	9.35298
1.31406	2.76663	3.63553	9.35229
1.87516	4.69389	8.80179	9.35319
3.23792	1.1717	3.79387	9.34922
3.27233	1.34676	4.40703	9.34956
4.54802	2.68521	12.2124	9.35102
2.16152	4.28634	9.265	9.353
3.04525	2.32501	7.08023	9.35125
3.24335	1.70508	5.53016	9.35024
4.91419	2.87819	14.144	9.3511
3.73576	3.00161	11.2133	9.35173
2.67878	1.84857	4.95189	9.35079
1.84714	1.09698	2.02628	9.35005
2.91435	4.34825	12.6723	9.3529
4.53126	3.75838	17.0302	9.35216
2.88096	2.13316	6.14553	9.35108
3.0147	1.80638	5.44568	9.35054
1.52762	4.52405	6.91105	9.35318
2.33059	4.61529	10.7563	9.35311
3.34816	2.86926	9.60676	9.35174
1.99144	2.86837	5.71219	9.35218
3.41265	3.94806	13.4734	9.35259
2.1682	3.71324	8.05103	9.35271
3.69737	2.84282	10.5109	9.35158
4.79212	4.1341	19.8111	9.35238
1.55914	2.26507	3.53156	9.35178
2.75989	1.29507	3.57424	9.34982
2.37792	2.87195	6.82926	9.35207
2.50527	1.65166	4.13784	9.35058
3.92847	2.1754	8.54599	9.35061
1.72743	1.6492	2.84887	9.35098
3.41866	2.99925	10.2534	9.35184
1.95881	4.92561	9.64832	9.35326
1.62083	2.85941	4.63462	9.35228
3.10447	4.42178	13.7273	9.35291
3.2429	2.62365	8.50824	9.35152
2.46531	1.54248	3.80268	9.35043
3.03936	4.89838	14.8879	9.35312
4.56459	3.57364	16.3122	9.352
3.80614	3.92241	14.9292	9.35248
2.08519	4.68774	9.77482	9.35316
4.52682	4.75159	21.5096	9.35282
4.4399	3.03707	13.4843	9.3515
2.68677	2.70753	7.27451	9.35181
1.98287	1.50124	2.97677	9.35064
3.37411	1.9928	6.72393	9.35063
3.14288	1.97613	6.21075	9.35073
3.4529	3.78692	13.0759	9.35247
2.4523	3.96314	9.71883	9.35279
2.94795	1.36766	4.0318	9.34983
2.64156	2.38905	6.31083	9.3515
1.19217	1.99961	2.38387	9.35164
2.91659	3.45331	10.0719	9.35237
4.57663	4.05793	18.5717	9.35238
3.34917	4.14532	13.8834	9.35272
3.49736	4.07063	14.2365	9.35264
3.56226	3.99187	14.2201	9.35258
3.80233	2.5729	9.78302	9.35122
1.20522	2.91369	3.51164	9.35243
4.65568	3.41689	15.9079	9.35182
4.71119	3.58129	16.8721	9.35196
2.44477	4.94961	12.1007	9.35321
4.08602	1.24811	5.09982	9.3487
3.96475	2.15064	8.52674	9.35055
4.7077	1.96912	9.27002	9.34977
1.83382	2.61432	4.7942	9.35201
3.37199	3.57343	12.0496	9.35234
4.02449	2.38615	9.60303	9.35087
4.90677	1.82061	8.93334	9.34933
2.31784	1.2064	2.79624	9.34995
1.46017	3.4969	5.10607	9.35273
2.1983	2.41904	5.31779	9.3517
2.91543	2.69801	7.86586	9.35172
3.23619	2.59404	8.39478	9.35149
3.19161	1.6067	5.12795	9.3501
2.56623	1.55345	3.98652	9.35039
2.54002	2.97998	7.56922	9.35211
4.90637	4.33874	21.2875	9.35249
1.37142	2.14708	2.94455	9.35172
2.56362	3.33552	8.55101	9.35238
4.66367	2.34023	10.9141	9.35045
1.11376	4.5679	5.08756	9.35324
1.94639	3.6077	7.022	9.3527
1.42944	1.51797	2.16985	9.35095
3.45802	3.99661	13.8204	9.35261
4.39494	2.96842	13.046	9.35144
1.04266	3.66471	3.82105	9.3529
3.35139	2.89524	9.70308	9.35176
4.18015	1.08842	4.54976	9.34821
3.21908	3.53695	11.3857	9.35236
4.37776	1.02978	4.50811	9.34786
2.69465	1.46456	3.94648	9.35017
2.16444	4.90128	10.6085	9.35323
2.26075	4.20004	9.49525	9.35294
4.91446	4.95657	24.3588	9.35285
1.83577	1.60143	2.93986	9.35086
2.28571	4.58781	10.4864	9.3531
1.99449	2.28937	4.56613	9.35164
4.14225	2.01879	8.36232	9.35023
1.69033	1.08332	1.83117	9.35013
4.17894	1.67039	6.98044	9.34956
3.73962	4.71324	17.6257	9.35294
1.01508	2.86541	2.90862	9.35244
3.35815	4.56929	15.3443	9.35293
2.95493	4.70907	13.915	9.35305
4.9493	2.35294	11.6454	9.3503
1.87271	4.23126	7.92394	9.35302
4.72617	3.29916	15.5924	9.35167
4.09904	1.90034	7.78956	9.35005
2.28849	4.37518	10.0126	9.35302
1.89489	3.19535	6.05484	9.35245
4.26555	3.06067	13.0555	9.3516
4.94096	1.03443	5.11107	9.34729
3.69086	4.20729	15.5285	9.35268
4.40397	3.56397	15.6956	9.35204
2.80201	1.08604	3.0431	9.34937
1.1394	4.47075	5.09398	9.35321
1.6876	4.44441	7.50038	9.35313
2.57116	4.1617	10.7004	9.35287
3.71702	4.8317	17.9595	9.35299
4.0443	3.94074	15.9375	9.35243
1.01913	4.47883	4.56449	9.35322
2.2385	4.61826	10.338	9.35312
4.18735	4.38538	18.3631	9.35268
4.97334	2.85787	14.2131	9.35105
2.8801	4.79133	13.7995	9.3531
4.08722	2.68216	10.9626	9.35123
4.30901	1.79955	7.75427	9.34972
2.11641	4.65756	9.85729	9.35315
1.34247	1.52635	2.04907	9.351
2.74003	2.90046	7.94734	9.35198
3.81354	3.27931	12.5058	9.35197
1.01623	2.16748	2.20264	9.35187
1.23997	4.12511	5.11501	9.35307
2.82881	4.76178	13.4702	9.35309
3.29156	4.36718	14.3749	9.35285
1.92386	1.66026	3.19411	9.3509
4.46708	2.21557	9.89712	9.35036
2.04485	3.03075	6.19742	9.35229
4.14519	4.99673	20.7124	9.353
4.62097	1.94875	9.0051	9.34979
2.15554	1.38941	2.99492	9.35037
1.82309	1.35515	2.47057	9.3505
1.78484	1.53444	2.73874	9.35079
1.95018	4.25862	8.30508	9.35302
2.41434	3.46325	8.36146	9.35251
2.49597	3.97293	9.91632	9.35279
3.68129	2.83447	10.4345	9.35158
